year,sample_date,date,event_m,rank,mark,time_s,athlete,dob,country,position,age,venue,score,frac,frac_year,range,ratio
2018,1-Jan,7-Oct,Marathon,96,2:08:11,7691,Raymond Kipchumba CHOGE,2-Jan-88,KEN,1,30.78356164,Košice (SVK),1163,0.766666667,2018.766667,,
2018,1-Jan,4-Nov,Marathon,96,2:08:11,7691,Asefa MENGSTU,12-Jan-88,ETH,1,30.83287671,Seoul (KOR),1163,0.841666667,2018.841667,,
2018,1-Jan,8-Apr,Marathon,98,2:08:13,7693,Mule WASIHUN,20-Oct-93,ETH,6,24.48219178,Rotterdam (NED),1163,0.269444444,2018.269444,,
2018,1-Jan,7-Oct,Marathon,99,2:08:15,7695,Aychew BANTIE,12-Sep-95,ETH,2,23.08493151,Košice (SVK),1162,0.766666667,2018.766667,,
2018,1-Jan,16-Sep,Marathon,100,2:08:16,7696,Shogo NAKAMURA,16-Sep-92,JPN,4,26.01643836,Berlin (GER),1162,0.708333333,2018.708333,,
2017,1-Jan,24-Sep,Marathon,1,2:03:32,7412,Eliud KIPCHOGE,5-Nov-84,KEN,1,32.90684932,Berlin (GER),1250,0.730555556,2017.730556,318,1.0429034
2017,1-Jan,24-Sep,Marathon,2,2:03:46,7426,Guye Idemo ADOLA,20-Oct-90,ETH,2,26.94794521,Berlin (GER),1246,0.730555556,2017.730556,,
2017,1-Jan,26-Feb,Marathon,3,2:03:58,7438,Wilson Kipsang KIPROTICH,15-Mar-82,KEN,1,34.97808219,Tokyo (JPN),1242,0.152777778,2017.152778,,
2017,1-Jan,20-Jan,Marathon,4,2:04:11,7451,Tamirat TOLA,11-Aug-91,ETH,1,25.4630137,Dubai (UAE),1238,0.052777778,2017.052778,,
2017,1-Jan,15-Oct,Marathon,5,2:05:09,7509,Lawrence CHERONO,7-Aug-88,KEN,1,29.20821918,Amsterdam (NED),1220,0.788888889,2017.788889,,
2017,1-Jan,15-Oct,Marathon,6,2:05:13,7513,Nobert KIGEN,24-Jan-93,KEN,2,24.73972603,Amsterdam (NED),1218,0.788888889,2017.788889,,
2017,1-Jan,19-Nov,Marathon,7,2:05:15,7515,Sammy KITWARA,26-Nov-86,KEN,1,31.00273973,Valencia (ESP),1218,0.883333333,2017.883333,,
2017,1-Jan,15-Oct,Marathon,8,2:05:26,7526,Abraham KIPTUM,15-Sep-89,KEN,3,28.10136986,Amsterdam (NED),1214,0.788888889,2017.788889,,
2017,1-Jan,19-Nov,Marathon,9,2:05:30,7530,Evans CHEBET,10-Nov-88,KEN,2,29.04383562,Valencia (ESP),1213,0.883333333,2017.883333,,
2017,1-Jan,15-Oct,Marathon,10,2:05:39,7539,Mule WASIHUN,20-Oct-93,ETH,4,24.00273973,Amsterdam (NED),1210,0.788888889,2017.788889,,
2017,1-Jan,15-Oct,Marathon,11,2:05:43,7543,Amos KIPRUTO,16-Sep-92,KEN,5,25.09589041,Amsterdam (NED),1209,0.788888889,2017.788889,,
2017,1-Jan,23-Apr,Marathon,12,2:05:48,7548,Daniel KINYUA,25-May-92,KEN,1,24.92876712,London (GBR),1207,0.311111111,2017.311111,,
2017,1-Jan,3-Dec,Marathon,12,2:05:48,7548,Sondre Nordstad MOEN,12-Jan-91,NOR,1,26.90958904,Fukuoka (JPN),1207,0.922222222,2017.922222,,
2017,1-Jan,29-Oct,Marathon,14,2:05:50,7550,Shura KITATA,9-Jun-96,ETH,1,21.40273973,Frankfurt (GER),1207,0.827777778,2017.827778,,
2017,1-Jan,26-Feb,Marathon,15,2:05:51,7551,Gideon Kipkemoi KIPKETER,10-Nov-92,KEN,2,24.31232877,Tokyo (JPN),1206,0.152777778,2017.152778,,
2017,1-Jan,19-Mar,Marathon,16,2:05:54,7554,Amos KIPRUTO,16-Sep-92,KEN,1,24.52054795,Seoul (KOR),1206,0.216666667,2017.216667,,
2017,1-Jan,23-Apr,Marathon,17,2:05:57,7557,Kenenisa BEKELE,13-Jun-82,ETH,2,34.88493151,London (GBR),1205,0.311111111,2017.311111,,
2017,1-Jan,19-Mar,Marathon,18,2:06:03,7563,Felix Kipchirchir KANDIE,10-Apr-87,KEN,2,29.96164384,Seoul (KOR),1203,0.216666667,2017.216667,,
2017,1-Jan,9-Apr,Marathon,19,2:06:04,7564,Marius KIMUTAI,10-Dec-92,BRN,1,24.34520548,Rotterdam (NED),1202,0.272222222,2017.272222,,
2017,1-Jan,19-Mar,Marathon,20,2:06:05,7565,Mark KORIR,6-Aug-88,KEN,3,28.63561644,Seoul (KOR),1202,0.216666667,2017.216667,,
2017,1-Jan,19-Mar,Marathon,21,2:06:07,7567,Nobert KIGEN,24-Jan-93,KEN,4,24.16438356,Seoul (KOR),1201,0.216666667,2017.216667,,
2017,1-Jan,9-Apr,Marathon,22,2:06:10,7570,Paul LONYANGATA,12-Dec-92,KEN,1,24.33972603,Paris (FRA),1201,0.272222222,2017.272222,,
2017,1-Jan,24-Sep,Marathon,23,2:06:12,7572,Mosinet GEREMEW,12-Feb-92,ETH,3,25.63287671,Berlin (GER),1200,0.730555556,2017.730556,,
2017,1-Jan,24-Sep,Marathon,24,2:06:13,7573,Felix Kipchirchir KANDIE,10-Apr-87,KEN,4,30.47945205,Berlin (GER),1200,0.730555556,2017.730556,,
2017,1-Jan,8-Oct,Marathon,24,2:06:13,7573,Festus TALAM,20-Oct-94,KEN,1,22.98356164,Eindhoven (NED),1200,0.769444444,2017.769444,,
2017,1-Jan,8-Oct,Marathon,24,2:06:13,7573,Felix KIRWA,8-Oct-95,KEN,2,22.01643836,Eindhoven (NED),1200,0.769444444,2017.769444,,
2017,1-Jan,24-Sep,Marathon,27,2:06:14,7574,Vincent KIPRUTO,13-Sep-87,KEN,5,30.05205479,Berlin (GER),1199,0.730555556,2017.730556,,
2017,1-Jan,9-Apr,Marathon,28,2:06:21,7581,Lawrence CHERONO,7-Aug-88,KEN,2,28.69041096,Rotterdam (NED),1197,0.272222222,2017.272222,,
2017,1-Jan,26-Feb,Marathon,29,2:06:25,7585,Dickson CHUMBA,27-Oct-86,KEN,3,30.35616438,Tokyo (JPN),1196,0.152777778,2017.152778,,
2017,1-Jan,9-Apr,Marathon,29,2:06:25,7585,Laban Kipngetich KORIR,30-Jun-85,KEN,3,31.79726027,Rotterdam (NED),1196,0.272222222,2017.272222,,
2017,1-Jan,19-Mar,Marathon,31,2:06:27,7587,Wilson Loyanae ERUPE,20-Nov-88,KEN,5,28.34520548,Seoul (KOR),1195,0.216666667,2017.216667,,
2017,1-Jan,19-Nov,Marathon,32,2:06:38,7598,Deribe ROBI,26-Sep-90,ETH,3,27.16712329,Valencia (ESP),1192,0.883333333,2017.883333,,
2017,1-Jan,26-Feb,Marathon,33,2:06:42,7602,Evans CHEBET,10-Nov-88,KEN,4,28.31506849,Tokyo (JPN),1191,0.152777778,2017.152778,,
2017,1-Jan,8-Oct,Marathon,34,2:06:43,7603,Marius KIPSEREM,17-May-88,KEN,3,29.41369863,Eindhoven (NED),1190,0.769444444,2017.769444,,
2017,1-Jan,19-Nov,Marathon,35,2:06:44,7604,Abera KUMA,31-Aug-90,ETH,4,27.23835616,Valencia (ESP),1190,0.883333333,2017.883333,,
2017,1-Jan,20-Jan,Marathon,36,2:06:46,7606,Mule WASIHUN,20-Oct-93,ETH,2,23.26849315,Dubai (UAE),1189,0.052777778,2017.052778,,
2017,1-Jan,22-Oct,Marathon,37,2:06:52,7612,Philemon RONO,8-Feb-91,KEN,1,26.72054795,Toronto (CAN),1188,0.808333333,2017.808333,,
2017,1-Jan,15-Oct,Marathon,38,2:06:54,7614,Filex Kipchirchir KIPROTICH,7-Dec-88,KEN,1,28.8739726,Gongju (KOR),1187,0.788888889,2017.788889,,
2017,1-Jan,29-Oct,Marathon,39,2:06:56,7616,Kelkile GEZAHEGN,1-Oct-96,ETH,2,21.09041096,Frankfurt (GER),1186,0.827777778,2017.827778,,
2017,1-Jan,9-Apr,Marathon,40,2:06:57,7617,Stephen CHEBOGUT,9-Jan-85,KEN,2,32.26849315,Paris (FRA),1186,0.272222222,2017.272222,,
2017,1-Jan,15-Oct,Marathon,41,2:07:01,7621,Laban Kipngetich KORIR,30-Jun-85,KEN,6,32.31506849,Amsterdam (NED),1185,0.788888889,2017.788889,,
2017,1-Jan,9-Apr,Marathon,42,2:07:10,7630,Festus TALAM,20-Oct-94,KEN,4,22.48493151,Rotterdam (NED),1182,0.272222222,2017.272222,,
2017,1-Jan,8-Oct,Marathon,42,2:07:10,7630,Dejene DEBELA,9-Jan-95,ETH,4,22.76164384,Eindhoven (NED),1182,0.769444444,2017.769444,,
2017,1-Jan,3-Dec,Marathon,42,2:07:10,7630,Stephen KIPROTICH,27-Feb-89,UGA,2,28.78356164,Fukuoka (JPN),1182,0.922222222,2017.922222,,
2017,1-Jan,9-Apr,Marathon,45,2:07:12,7632,Solomon Kirwa YEGO,10-May-87,KEN,3,29.9369863,Paris (FRA),1181,0.272222222,2017.272222,,
2017,1-Jan,2-Apr,Marathon,46,2:07:13,7633,Edwin KOECH,25-Mar-92,KEN,1,25.03835616,Milano (ITA),1181,0.252777778,2017.252778,,
2017,1-Jan,9-Apr,Marathon,47,2:07:19,7639,Lucas Kimeli ROTICH,16-Apr-90,KEN,5,27,Rotterdam (NED),1179,0.272222222,2017.272222,,
2017,1-Jan,3-Dec,Marathon,47,2:07:19,7639,Suguru OSAKO,23-May-91,JPN,3,26.55068493,Fukuoka (JPN),1179,0.922222222,2017.922222,,
2017,1-Jan,9-Apr,Marathon,49,2:07:21,7641,Yitayal Atnafu ZERIHUN,20-Jan-93,ETH,4,24.23287671,Paris (FRA),1179,0.272222222,2017.272222,,
2017,1-Jan,15-Oct,Marathon,49,2:07:21,7641,Benson KIPRUTO,17-Mar-91,KEN,2,26.6,Gongju (KOR),1179,0.788888889,2017.788889,,
2017,1-Jan,19-Nov,Marathon,51,2:07:25,7645,Eliud KIPTANUI,6-Jun-89,KEN,5,28.4739726,Valencia (ESP),1177,0.883333333,2017.883333,,
2017,1-Jan,23-Apr,Marathon,52,2:07:26,7646,Tsegaye MEKONNEN,15-Jun-95,ETH,1,21.87123288,Hamburg (GER),1177,0.311111111,2017.311111,,
2017,1-Jan,2-Apr,Marathon,53,2:07:28,7648,Shura KITATA,9-Jun-96,ETH,1,20.82739726,Roma (ITA),1176,0.252777778,2017.252778,,
2017,1-Jan,9-Apr,Marathon,54,2:07:29,7649,Kelkile GEZAHEGN,1-Oct-96,ETH,6,20.53424658,Rotterdam (NED),1176,0.272222222,2017.272222,,
2017,1-Jan,15-Oct,Marathon,55,2:07:30,7650,Stephen CHEBOGUT,9-Jan-85,KEN,7,32.78630137,Amsterdam (NED),1176,0.788888889,2017.788889,,
2017,1-Jan,23-Apr,Marathon,56,2:07:31,7651,Stephen KIPROTICH,27-Feb-89,UGA,2,28.16986301,Hamburg (GER),1175,0.311111111,2017.311111,,
2017,1-Jan,2-Apr,Marathon,57,2:07:32,7652,Mathew Kipkoech KISORIO,16-May-89,KEN,1,27.89863014,Daegu (KOR),1175,0.252777778,2017.252778,,
2017,1-Jan,19-Mar,Marathon,58,2:07:33,7653,Jacob Kibet Chulyo KENDAGOR,24-Aug-84,KEN,6,32.5890411,Seoul (KOR),1175,0.216666667,2017.216667,,
2017,1-Jan,19-Nov,Marathon,59,2:07:34,7654,Samuel Tsegay TESFAMARIAM,24-Feb-88,ERI,6,29.75616438,Valencia (ESP),1175,0.883333333,2017.883333,,
2017,1-Jan,26-Feb,Marathon,60,2:07:39,7659,Alfers LAGAT,7-Aug-86,KEN,5,30.57808219,Tokyo (JPN),1173,0.152777778,2017.152778,,
2017,1-Jan,15-Oct,Marathon,60,2:07:39,7659,Tesfaye ABERA,31-Mar-92,ETH,8,25.55890411,Amsterdam (NED),1173,0.788888889,2017.788889,,
2017,1-Jan,23-Apr,Marathon,62,2:07:41,7661,Bedan KAROKI,21-Aug-90,KEN,3,26.69041096,London (GBR),1172,0.311111111,2017.311111,,
2017,1-Jan,9-Apr,Marathon,63,2:07:42,7662,Abayneh AYELE,4-Nov-87,ETH,5,29.44931507,Paris (FRA),1172,0.272222222,2017.272222,,
2017,1-Jan,19-Feb,Marathon,64,2:07:43,7663,Titus EKIRU,2-Jan-92,KEN,1,25.15068493,Sevilla (ESP),1172,0.133333333,2017.133333,,
2017,1-Jan,23-Apr,Marathon,65,2:07:45,7665,Abel KIRUI,6-Apr-82,KEN,4,35.07123288,London (GBR),1171,0.311111111,2017.311111,,
2017,1-Jan,29-Oct,Marathon,66,2:07:46,7666,Getu FELEKE,28-Nov-86,ETH,3,30.93972603,Frankfurt (GER),1171,0.827777778,2017.827778,,
2017,1-Jan,19-Feb,Marathon,67,2:07:48,7668,Tariku KINFU,1996,ETH,2,111.7506849,Sevilla (ESP),1170,0.133333333,2017.133333,,
2017,1-Jan,20-Jan,Marathon,68,2:08:04,7684,Sisay LEMMA,12-Dec-90,ETH,3,26.1260274,Dubai (UAE),1165,0.052777778,2017.052778,,
2017,1-Jan,19-Nov,Marathon,69,2:08:06,7686,Julius TUWEI,26-Sep-93,KEN,7,24.16438356,Valencia (ESP),1165,0.883333333,2017.883333,,
2017,1-Jan,20-Jan,Marathon,70,2:08:09,7689,Sisay JISA,29-Dec-82,ETH,4,34.08493151,Dubai (UAE),1164,0.052777778,2017.052778,,
