year,sample_date,date,event_m,rank,mark,time_s,athlete,dob,country,position,age,venue,score,frac,frac_year,range,ratio
2013,1-Jan,10-Jan,Marathon,87,2:08:31,7711,Francis Kibiwott LARABAL,15-Sep-78,KEN,3,34.34520548,See Genezareth (ISR),1157,0.025,2013.025,,
2013,1-Jan,5-May,Marathon,88,2:08:32,7712,Lusapho APRIL,24-May-82,RSA,1,30.96986301,Hannover (GER),1157,0.344444444,2013.344444,,
2013,1-Jan,14-Apr,Marathon,89,2:08:33,7713,Abraham KIPROTICH,17-Aug-83,FRA,1,29.67945205,Daegu (KOR),1157,0.286111111,2013.286111,,
2013,1-Jan,3-Mar,Marathon,90,2:08:34,7714,Vincent KIPRUTO,13-Sep-87,KEN,1,25.48767123,Otsu (JPN),1156,0.172222222,2013.172222,,
2013,1-Jan,14-Apr,Marathon,90,2:08:34,7714,Solomon KIPTOO,1-Jan-89,KEN,2,24.29863014,Wien (AUT),1156,0.286111111,2013.286111,,
2013,1-Jan,3-Feb,Marathon,92,2:08:35,7715,Kentaro NAKAMOTO,7-Dec-82,JPN,2,30.18082192,Oita (JPN),1156,0.088888889,2013.088889,,
2013,1-Jan,17-Mar,Marathon,92,2:08:35,7715,Haile Haja GEMEDA,22-Oct-88,ETH,4,24.41643836,Roma (ITA),1156,0.211111111,2013.211111,,
2013,1-Jan,3-Mar,Marathon,94,2:08:37,7717,Tariku JUFAR,18-Jul-84,ETH,2,28.64383562,Otsu (JPN),1155,0.172222222,2013.172222,,
2013,1-Jan,5-Jan,Marathon,95,2:08:39,7719,Sahle WARGA,30-Jan-84,ETH,3,28.95342466,Xiamen (CHN),1155,0.011111111,2013.011111,,
2013,1-Jan,21-Apr,Marathon,95,2:08:39,7719,Stanley Kipleting BIWOTT,21-Apr-86,KEN,8,27.01917808,London (GBR),1155,0.305555556,2013.305556,,
2013,1-Jan,14-Apr,Marathon,97,2:08:42,7722,Geoffrey GIKUNI,11-Mar-84,KEN,3,29.11232877,Wien (AUT),1154,0.286111111,2013.286111,,
2013,1-Jan,21-Sep,Marathon,97,2:08:42,7722,Alfred KERING,20-Nov-78,KEN,1,34.86027397,Hengshui (CHN),1154,0.722222222,2013.722222,,
2013,1-Jan,10-Jan,Marathon,99,2:08:46,7726,Dereje TADESSE,24-Jan-87,ETH,4,25.98082192,See Genezareth (ISR),1153,0.025,2013.025,,
2013,1-Jan,20-Oct,Marathon,99,2:08:46,7726,Abebe NEGEWO,20-May-84,ETH,4,29.43835616,Beijing (CHN),1153,0.802777778,2013.802778,,
2012,1-Jan,30-Sep,Marathon,1,2:04:15,7455,Geoffrey MUTAI,7-Oct-81,KEN,1,31.00273973,Berlin (GER),1237,0.747222222,2012.747222,231,1.030985915
2012,1-Jan,30-Sep,Marathon,2,2:04:16,7456,Dennis KIMETTO,22-Apr-84,KEN,2,28.46027397,Berlin (GER),1236,0.747222222,2012.747222,,
2012,1-Jan,27-Jan,Marathon,3,2:04:23,7463,Ayele ABSHERO,28-Dec-90,ETH,1,21.09589041,Dubai (UAE),1234,0.072222222,2012.072222,,
2012,1-Jan,7-Oct,Marathon,4,2:04:38,7478,Tsegaye KEBEDE,15-Jan-87,ETH,1,25.74520548,"Chicago, IL (USA)",1229,0.766666667,2012.766667,,
2012,1-Jan,22-Apr,Marathon,5,2:04:44,7484,Wilson Kipsang KIPROTICH,15-Mar-82,KEN,1,30.1260274,London (GBR),1227,0.308333333,2012.308333,,
2012,1-Jan,15-Apr,Marathon,6,2:04:48,7488,Yemane TSEGAY,8-Apr-85,ETH,1,27.03835616,Rotterdam (NED),1226,0.288888889,2012.288889,,
2012,1-Jan,27-Jan,Marathon,7,2:04:50,7490,Dino SEFIR,28-May-88,ETH,2,23.68219178,Dubai (UAE),1226,0.072222222,2012.072222,,
2012,1-Jan,15-Apr,Marathon,7,2:04:50,7490,Getu FELEKE,28-Nov-86,ETH,2,25.39726027,Rotterdam (NED),1226,0.288888889,2012.288889,,
2012,1-Jan,7-Oct,Marathon,9,2:04:52,7492,Feyisa LILESA,1-Feb-90,ETH,2,22.69589041,"Chicago, IL (USA)",1225,0.766666667,2012.766667,,
2012,1-Jan,27-Jan,Marathon,10,2:04:54,7494,Markos GENETI,7-Jun-84,ETH,3,27.65753425,Dubai (UAE),1224,0.072222222,2012.072222,,
2012,1-Jan,27-Jan,Marathon,11,2:04:56,7496,Jonathan MAIYO,5-May-88,KEN,4,23.74520548,Dubai (UAE),1224,0.072222222,2012.072222,,
2012,1-Jan,15-Apr,Marathon,12,2:05:03,7503,Moses MOSOP,7-Jul-85,KEN,3,26.79178082,Rotterdam (NED),1221,0.288888889,2012.288889,,
2012,1-Jan,27-Jan,Marathon,13,2:05:10,7510,Tadesse TOLA,31-Oct-87,ETH,5,24.25753425,Dubai (UAE),1219,0.072222222,2012.072222,,
2012,1-Jan,15-Apr,Marathon,14,2:05:12,7512,Stanley Kipleting BIWOTT,21-Apr-86,KEN,1,26.00273973,Paris (FRA),1219,0.288888889,2012.288889,,
2012,1-Jan,7-Oct,Marathon,15,2:05:27,7527,Tilahun REGASSA,18-Jan-90,ETH,3,22.73424658,"Chicago, IL (USA)",1214,0.766666667,2012.766667,,
2012,1-Jan,18-Mar,Marathon,16,2:05:37,7537,Wilson Loyanae ERUPE,20-Nov-88,KEN,1,23.33972603,Seoul (KOR),1211,0.213888889,2012.213889,,
2012,1-Jan,27-Jan,Marathon,17,2:05:41,7541,Dadi Yami GEMEDA,1982,ETH,6,106.7205479,Dubai (UAE),1210,0.072222222,2012.072222,,
2012,1-Jan,21-Oct,Marathon,17,2:05:41,7541,Wilson Kwambai CHEBET,12-Jul-85,KEN,1,27.29589041,Amsterdam (NED),1210,0.805555556,2012.805556,,
2012,1-Jan,27-Jan,Marathon,19,2:05:42,7542,Shami Abdullah DAWIT,16-Jul-84,ETH,7,27.55068493,Dubai (UAE),1209,0.072222222,2012.072222,,
2012,1-Jan,27-Jan,Marathon,19,2:05:42,7542,Deressa CHIMSA,21-Nov-76,ETH,8,35.20547945,Dubai (UAE),1209,0.072222222,2012.072222,,
2012,1-Jan,14-Oct,Marathon,21,2:05:46,7546,Dickson CHUMBA,27-Oct-86,KEN,1,25.98356164,Eindhoven (NED),1208,0.786111111,2012.786111,,
2012,1-Jan,4-Nov,Marathon,22,2:05:50,7550,James Kipsang KWAMBAI,28-Feb-83,KEN,1,29.70410959,Seoul (KOR),1207,0.841666667,2012.841667,,
2012,1-Jan,7-Oct,Marathon,23,2:05:54,7554,Sammy KITWARA,26-Nov-86,KEN,4,25.88219178,"Chicago, IL (USA)",1206,0.766666667,2012.766667,,
2012,1-Jan,29-Apr,Marathon,24,2:05:58,7558,Shami Abdullah DAWIT,16-Jul-84,ETH,1,27.80547945,Hamburg (GER),1204,0.327777778,2012.327778,,
2012,1-Jan,18-Mar,Marathon,25,2:06:03,7563,James Kipsang KWAMBAI,28-Feb-83,KEN,2,29.07123288,Seoul (KOR),1203,0.213888889,2012.213889,,
2012,1-Jan,21-Oct,Marathon,26,2:06:05,7565,Mariko KIPCHUMBA KIPLAGAT,4-Jul-74,KEN,1,38.3260274,Reims (FRA),1202,0.805555556,2012.805556,,
2012,1-Jan,28-Oct,Marathon,27,2:06:08,7568,Patrick Makau MUSYOKI,2-Mar-85,KEN,1,27.67671233,Frankfurt (GER),1201,0.825,2012.825,,
2012,1-Jan,14-Oct,Marathon,28,2:06:11,7571,Franklin CHEPKWONY,15-Jun-84,KEN,2,28.35068493,Eindhoven (NED),1200,0.786111111,2012.786111,,
2012,1-Jan,30-Sep,Marathon,29,2:06:12,7572,Geoffrey KAMWOROR,22-Nov-92,KEN,3,19.86849315,Berlin (GER),1200,0.747222222,2012.747222,,
2012,1-Jan,7-Oct,Marathon,30,2:06:13,7573,Wesley KORIR,15-Nov-82,KEN,5,29.91506849,"Chicago, IL (USA)",1200,0.766666667,2012.766667,,
2012,1-Jan,27-Jan,Marathon,31,2:06:17,7577,Seboka Dibaba TOLA,10-Nov-87,ETH,9,24.23013699,Dubai (UAE),1198,0.072222222,2012.072222,,
2012,1-Jan,14-Oct,Marathon,31,2:06:17,7577,Eric NDIEMA,28-Dec-92,KEN,3,19.80821918,Eindhoven (NED),1198,0.786111111,2012.786111,,
2012,1-Jan,21-Oct,Marathon,33,2:06:22,7582,Assefa BENTAYEHU,,ETH,2,112.8849315,Amsterdam (NED),1197,0.805555556,2012.805556,,
2012,1-Jan,21-Oct,Marathon,34,2:06:23,7583,Gebretsadik ABRAHA,16-Jul-92,ETH,3,20.27945205,Amsterdam (NED),1196,0.805555556,2012.805556,,
2012,1-Jan,15-Apr,Marathon,35,2:06:24,7584,Raji ASSEFA,18-Feb-86,ETH,2,26.17260274,Paris (FRA),1196,0.288888889,2012.288889,,
2012,1-Jan,13-May,Marathon,36,2:06:25,7585,Deressa CHIMSA,21-Nov-76,ETH,1,35.49863014,Praha (CZE),1196,0.366666667,2012.366667,,
2012,1-Jan,21-Oct,Marathon,37,2:06:26,7586,Feysa BEKELE,4-Aug-83,ETH,4,29.23561644,Amsterdam (NED),1196,0.805555556,2012.805556,,
2012,1-Jan,15-Apr,Marathon,38,2:06:27,7587,Sisay JISA,29-Dec-82,ETH,3,29.31506849,Paris (FRA),1195,0.288888889,2012.288889,,
2012,1-Jan,27-Jan,Marathon,39,2:06:29,7589,Yemane TSEGAY,8-Apr-85,ETH,10,26.82191781,Dubai (UAE),1195,0.072222222,2012.072222,,
2012,1-Jan,15-Apr,Marathon,40,2:06:37,7597,Eric NDIEMA,28-Dec-92,KEN,4,19.30958904,Paris (FRA),1192,0.288888889,2012.288889,,
2012,1-Jan,7-Oct,Marathon,41,2:06:40,7600,Bernard Kiprop KIPYEGO,16-Jul-86,KEN,6,26.24657534,"Chicago, IL (USA)",1191,0.766666667,2012.766667,,
2012,1-Jan,18-Mar,Marathon,42,2:06:44,7604,Eliud KIPTANUI,6-Jun-89,KEN,3,22.79726027,Seoul (KOR),1190,0.213888889,2012.213889,,
2012,1-Jan,21-Oct,Marathon,43,2:06:46,7606,Wilson Loyanae ERUPE,20-Nov-88,KEN,1,23.93424658,Gongju (KOR),1189,0.805555556,2012.805556,,
2012,1-Jan,21-Oct,Marathon,44,2:06:48,7608,Abraham GIRMA,21-Sep-86,ETH,5,26.10136986,Amsterdam (NED),1189,0.805555556,2012.805556,,
2012,1-Jan,15-Jan,Marathon,45,2:06:51,7611,Tariku JUFAR,18-Jul-84,ETH,1,27.51232877,"Houston, TX (USA)",1188,0.038888889,2012.038889,,
2012,1-Jan,18-Mar,Marathon,45,2:06:51,7611,Philip Sanga KIMUTAI,10-Sep-83,KEN,4,28.53972603,Seoul (KOR),1188,0.213888889,2012.213889,,
2012,1-Jan,22-Apr,Marathon,45,2:06:51,7611,Martin Kiptolo LEL,29-Oct-78,KEN,2,33.50410959,London (GBR),1188,0.308333333,2012.308333,,
2012,1-Jan,22-Apr,Marathon,48,2:06:52,7612,Tsegaye KEBEDE,15-Jan-87,ETH,3,25.28493151,London (GBR),1188,0.308333333,2012.308333,,
2012,1-Jan,28-Oct,Marathon,48,2:06:52,7612,Deressa CHIMSA,21-Nov-76,ETH,2,35.95890411,Frankfurt (GER),1188,0.825,2012.825,,
2012,1-Jan,15-Apr,Marathon,50,2:06:58,7618,Henry Kemo SUGUT,4-May-85,KEN,1,26.96712329,Wien (AUT),1186,0.288888889,2012.288889,,
2012,1-Jan,2-Dec,Marathon,50,2:06:58,7618,Joseph GITAU,3-Jan-88,KEN,1,24.93150685,Fukuoka (JPN),1186,0.919444444,2012.919444,,
2012,1-Jan,29-Apr,Marathon,52,2:07:01,7621,Dadi Yami GEMEDA,1982,ETH,2,106.9753425,Hamburg (GER),1185,0.327777778,2012.327778,,
2012,1-Jan,7-Oct,Marathon,52,2:07:01,7621,Lawrence KIMAYO,2-Sep-90,KEN,1,22.11232877,Košice (SVK),1185,0.766666667,2012.766667,,
2012,1-Jan,4-Mar,Marathon,54,2:07:04,7624,Samuel NDUNGU,4-Apr-88,KEN,1,23.93150685,Otsu (JPN),1184,0.175,2012.175,,
2012,1-Jan,21-Oct,Marathon,55,2:07:11,7631,Mulugeta WAMI,17-Jul-82,ETH,6,30.28493151,Amsterdam (NED),1182,0.805555556,2012.805556,,
2012,1-Jan,13-May,Marathon,56,2:07:17,7637,Stephen TUM,12-Jul-86,KEN,2,25.85479452,Praha (CZE),1180,0.366666667,2012.366667,,
2012,1-Jan,29-Apr,Marathon,57,2:07:23,7643,Augustine RONO,1982,KEN,3,106.9753425,Hamburg (GER),1178,0.327777778,2012.327778,,
2012,1-Jan,7-Oct,Marathon,58,2:07:26,7646,Samuel NDUNGU,4-Apr-88,KEN,7,24.5260274,"Chicago, IL (USA)",1177,0.766666667,2012.766667,,
2012,1-Jan,27-Jan,Marathon,59,2:07:28,7648,Eshetu WENDIMU,3-Oct-86,ETH,11,25.33424658,Dubai (UAE),1176,0.072222222,2012.072222,,
2012,1-Jan,12-Jan,Marathon,60,2:07:30,7650,Patrick TAMBWÉ,5-May-75,FRA,1,36.71506849,See Genezareth (ISR),1176,0.030555556,2012.030556,,
2012,1-Jan,18-Mar,Marathon,61,2:07:31,7651,Felix KENY,25-Dec-85,KEN,5,26.24657534,Seoul (KOR),1175,0.213888889,2012.213889,,
2012,1-Jan,12-Jan,Marathon,62,2:07:32,7652,Francis Kibiwott LARABAL,15-Sep-78,KEN,2,33.34794521,See Genezareth (ISR),1175,0.030555556,2012.030556,,
2012,1-Jan,12-Jan,Marathon,63,2:07:35,7655,Teferi BACHA,21-Jan-81,ETH,3,30.99452055,See Genezareth (ISR),1174,0.030555556,2012.030556,,
2012,1-Jan,28-Oct,Marathon,63,2:07:35,7655,Gilbert Kipruto KIRWA,20-Dec-85,KEN,3,26.8739726,Frankfurt (GER),1174,0.825,2012.825,,
2012,1-Jan,7-Jan,Marathon,65,2:07:37,7657,Peter KAMAIS,7-Nov-76,KEN,1,35.1890411,Xiamen (CHN),1174,0.016666667,2012.016667,,
2012,1-Jan,26-Feb,Marathon,65,2:07:37,7657,Michael KIPYEGO,2-Oct-83,KEN,1,28.42191781,Tokyo (JPN),1174,0.152777778,2012.152778,,
2012,1-Jan,14-Oct,Marathon,65,2:07:37,7657,Alfred KERING,20-Nov-78,KEN,1,33.92328767,Köln (GER),1174,0.786111111,2012.786111,,
2012,1-Jan,15-Apr,Marathon,68,2:07:38,7658,Gilbert YEGON,6-Aug-88,KEN,2,23.70684932,Wien (AUT),1173,0.288888889,2012.288889,,
2012,1-Jan,15-Apr,Marathon,68,2:07:38,7658,Teferi BACHA,21-Jan-81,ETH,5,31.25205479,Paris (FRA),1173,0.288888889,2012.288889,,
2012,1-Jan,4-Mar,Marathon,70,2:07:39,7659,Henryk SZOST,20-Jan-82,POL,2,30.13972603,Otsu (JPN),1173,0.175,2012.175,,
2012,1-Jan,14-Oct,Marathon,70,2:07:39,7659,Limenih GETACHEW,30-Apr-90,ETH,2,22.4739726,Köln (GER),1173,0.786111111,2012.786111,,
2012,1-Jan,15-Jan,Marathon,72,2:07:41,7661,Debebe TOLOSSA,1980,ETH,2,106.6931507,"Houston, TX (USA)",1172,0.038888889,2012.038889,,
2012,1-Jan,18-Mar,Marathon,72,2:07:41,7661,Charles Kiama MUNYEKI,2-Nov-88,KEN,6,23.3890411,Seoul (KOR),1172,0.213888889,2012.213889,,
2012,1-Jan,12-Jan,Marathon,74,2:07:43,7663,Gemechu WORKU,1985,ETH,4,106.6712329,See Genezareth (ISR),1172,0.030555556,2012.030556,,
2012,1-Jan,18-Mar,Marathon,74,2:07:43,7663,Jairus CHANCHIMA,5-Dec-84,KEN,7,27.30136986,Seoul (KOR),1172,0.213888889,2012.213889,,
2012,1-Jan,7-Oct,Marathon,74,2:07:43,7663,Dadi Yami GEMEDA,1982,ETH,8,107.4164384,"Chicago, IL (USA)",1172,0.766666667,2012.766667,,
2012,1-Jan,15-Apr,Marathon,77,2:07:44,7664,John KIPROTICH,30-Mar-89,KEN,3,23.06027397,Wien (AUT),1172,0.288888889,2012.288889,,
2012,1-Jan,22-Apr,Marathon,77,2:07:44,7664,Jaouad GHARIB,22-May-72,MAR,4,39.94520548,London (GBR),1172,0.308333333,2012.308333,,
2012,1-Jan,27-Jan,Marathon,79,2:07:45,7665,Moses Kigen KIPKOSGEI,10-Jan-83,KEN,12,29.06575342,Dubai (UAE),1171,0.072222222,2012.072222,,
2012,1-Jan,7-Oct,Marathon,80,2:07:47,7667,Dathan RITZENHEIN,30-Dec-82,USA,9,29.79178082,"Chicago, IL (USA)",1171,0.766666667,2012.766667,,
2012,1-Jan,27-Jan,Marathon,81,2:07:48,7668,Bazu WORKU HAYLA,15-Sep-90,ETH,13,21.38082192,Dubai (UAE),1170,0.072222222,2012.072222,,
2012,1-Jan,26-Feb,Marathon,81,2:07:48,7668,Arata FUJIWARA,12-Sep-81,JPN,2,30.47671233,Tokyo (JPN),1170,0.152777778,2012.152778,,
2012,1-Jan,7-Oct,Marathon,83,2:07:49,7669,Philemon Gitia BAARU,20-May-81,KEN,2,31.40547945,Košice (SVK),1170,0.766666667,2012.766667,,
2012,1-Jan,7-Oct,Marathon,83,2:07:49,7669,Evans Kipkosgei RUTO,14-Jan-84,KEN,3,28.75068493,Košice (SVK),1170,0.766666667,2012.766667,,
2012,1-Jan,26-Feb,Marathon,85,2:07:50,7670,Stephen KIPROTICH,27-Feb-89,UGA,3,23.0109589,Tokyo (JPN),1170,0.152777778,2012.152778,,
2012,1-Jan,7-Oct,Marathon,86,2:07:51,7671,Elija KEMBOI,10-Sep-84,KEN,4,28.09315068,Košice (SVK),1169,0.766666667,2012.766667,,
2012,1-Jan,14-Oct,Marathon,87,2:07:53,7673,Duncan Cheruiyot KOECH,28-Dec-81,KEN,3,30.81643836,Köln (GER),1169,0.786111111,2012.786111,,
2012,1-Jan,15-Apr,Marathon,88,2:07:54,7674,Eshetu WENDIMU,3-Oct-86,ETH,6,25.55068493,Paris (FRA),1168,0.288888889,2012.288889,,
2012,1-Jan,22-Apr,Marathon,89,2:07:56,7676,Abel KIRUI,6-Apr-82,KEN,5,30.06575342,London (GBR),1168,0.308333333,2012.308333,,
2012,1-Jan,29-Apr,Marathon,89,2:07:56,7676,Shumi DECHASA,28-May-89,ETH,4,22.9369863,Hamburg (GER),1168,0.327777778,2012.327778,,
2012,1-Jan,8-Apr,Marathon,91,2:07:57,7677,David Kemboi KIYENG,22-Apr-83,KEN,1,28.98356164,Daegu (KOR),1168,0.269444444,2012.269444,,
2012,1-Jan,27-Jan,Marathon,92,2:08:01,7681,Julius NDERITU,7-Oct-79,KEN,14,32.32876712,Dubai (UAE),1166,0.072222222,2012.072222,,
2012,1-Jan,22-Apr,Marathon,92,2:08:01,7681,Emmanuel MUTAI,12-Oct-84,KEN,6,27.54520548,London (GBR),1166,0.308333333,2012.308333,,
2012,1-Jan,12-Aug,Marathon,92,2:08:01,7681,Stephen KIPROTICH,27-Feb-89,UGA,1,23.47123288,"Olympic Stadium, London (GBR)",1166,0.613888889,2012.613889,,
2012,1-Jan,14-Oct,Marathon,92,2:08:01,7681,Tadesse TOLA,31-Oct-87,ETH,4,24.97260274,Eindhoven (NED),1166,0.786111111,2012.786111,,
2012,1-Jan,14-Oct,Marathon,92,2:08:01,7681,Laban MUTAI,15-Jan-88,KEN,4,24.76438356,Köln (GER),1166,0.786111111,2012.786111,,
2012,1-Jan,22-Apr,Marathon,97,2:08:03,7683,Marilson GOMES DOS SANTOS,6-Aug-77,BRA,7,34.73424658,London (GBR),1166,0.308333333,2012.308333,,
2012,1-Jan,18-Mar,Marathon,98,2:08:04,7684,Lukas Lokobe KANDA,1-Jan-83,KEN,1,29.23013699,Roma (ITA),1165,0.213888889,2012.213889,,
2012,1-Jan,15-Apr,Marathon,99,2:08:05,7685,Stephen KIBET,9-Nov-86,KEN,4,25.44931507,Rotterdam (NED),1165,0.288888889,2012.288889,,
2012,1-Jan,22-Apr,Marathon,100,2:08:06,7686,Samuel Tsegay TESFAMARIAM,24-Feb-88,ERI,8,24.17534247,London (GBR),1165,0.308333333,2012.308333,,
2011,1-Jan,25-Sep,Marathon,1,2:03:38,7418,Patrick Makau MUSYOKI,2-Mar-85,KEN,1,26.58356164,Berlin (GER),1248,0.733333333,2011.733333,330,1.044486384
2011,1-Jan,30-Oct,Marathon,2,2:03:42,7422,Wilson Kipsang KIPROTICH,15-Mar-82,KEN,1,29.64657534,Frankfurt (GER),1247,0.830555556,2011.830556,,
2011,1-Jan,17-Apr,Marathon,3,2:04:40,7480,Emmanuel MUTAI,12-Oct-84,KEN,1,26.52876712,London (GBR),1229,0.294444444,2011.294444,,
2011,1-Jan,6-Nov,Marathon,4,2:05:06,7506,Geoffrey MUTAI,7-Oct-81,KEN,1,30.10136986,"New York, NY (USA)",1221,0.847222222,2011.847222,,
2011,1-Jan,30-Oct,Marathon,5,2:05:16,7516,Levi Omari MATEBO,3-Nov-89,KEN,2,22.00273973,Frankfurt (GER),1217,0.830555556,2011.830556,,
2011,1-Jan,30-Oct,Marathon,6,2:05:25,7525,Albert Kiplagat MATEBOR,25-Dec-80,KEN,3,30.86575342,Frankfurt (GER),1215,0.830555556,2011.830556,,
2011,1-Jan,10-Apr,Marathon,7,2:05:27,7527,Wilson Kwambai CHEBET,12-Jul-85,KEN,1,25.76164384,Rotterdam (NED),1214,0.275,2011.275,,
2011,1-Jan,10-Apr,Marathon,8,2:05:33,7533,Vincent KIPRUTO,13-Sep-87,KEN,2,23.5890411,Rotterdam (NED),1212,0.275,2011.275,,
2011,1-Jan,9-Oct,Marathon,9,2:05:37,7537,Moses MOSOP,7-Jul-85,KEN,1,26.2739726,"Chicago, IL (USA)",1211,0.772222222,2011.772222,,
2011,1-Jan,17-Apr,Marathon,10,2:05:45,7545,Martin Kiptolo LEL,29-Oct-78,KEN,2,32.48767123,London (GBR),1208,0.294444444,2011.294444,,
2011,1-Jan,17-Apr,Marathon,10,2:05:45,7545,Patrick Makau MUSYOKI,2-Mar-85,KEN,3,26.14246575,London (GBR),1208,0.294444444,2011.294444,,
2011,1-Jan,9-Oct,Marathon,12,2:05:48,7548,Jafred Chirchir KIPCHUMBA,8-Aug-83,KEN,1,28.1890411,Eindhoven (NED),1207,0.772222222,2011.772222,,
2011,1-Jan,16-Oct,Marathon,13,2:05:53,7553,Wilson Kwambai CHEBET,12-Jul-85,KEN,1,26.27945205,Amsterdam (NED),1206,0.791666667,2011.791667,,
2011,1-Jan,16-Oct,Marathon,14,2:06:05,7565,Laban Kipngetich KORIR,30-Jun-85,KEN,2,26.31232877,Amsterdam (NED),1202,0.791666667,2011.791667,,
2011,1-Jan,16-Oct,Marathon,15,2:06:07,7567,Eric NDIEMA,28-Dec-92,KEN,3,18.8109589,Amsterdam (NED),1201,0.791666667,2011.791667,,
2011,1-Jan,30-Oct,Marathon,15,2:06:07,7567,Philip Sanga KIMUTAI,10-Sep-83,KEN,4,28.15616438,Frankfurt (GER),1201,0.830555556,2011.830556,,
2011,1-Jan,6-Mar,Marathon,17,2:06:13,7573,Wilson Kipsang KIPROTICH,15-Mar-82,KEN,1,28.99452055,Otsu (JPN),1200,0.180555556,2011.180556,,
2011,1-Jan,9-Oct,Marathon,18,2:06:15,7575,Wesley KORIR,15-Nov-82,KEN,2,28.91780822,"Chicago, IL (USA)",1199,0.772222222,2011.772222,,
2011,1-Jan,9-Oct,Marathon,19,2:06:28,7588,Nathaniel KIPKOSGEI,1-Sep-84,KEN,2,27.12054795,Eindhoven (NED),1195,0.772222222,2011.772222,,
2011,1-Jan,6-Nov,Marathon,19,2:06:28,7588,Emmanuel MUTAI,12-Oct-84,KEN,2,27.08493151,"New York, NY (USA)",1195,0.847222222,2011.847222,,
2011,1-Jan,9-Oct,Marathon,21,2:06:29,7589,Bernard Kiprop KIPYEGO,16-Jul-86,KEN,3,25.24931507,"Chicago, IL (USA)",1195,0.772222222,2011.772222,,
2011,1-Jan,30-Oct,Marathon,21,2:06:29,7589,Robert Kiprono CHERUIYOT,10-Aug-88,KEN,5,23.23561644,Frankfurt (GER),1195,0.830555556,2011.830556,,
2011,1-Jan,10-Apr,Marathon,23,2:06:31,7591,Benjamin KIPTOO,10-Jan-79,KEN,1,32.26849315,Paris (FRA),1194,0.275,2011.275,,
2011,1-Jan,30-Oct,Marathon,23,2:06:31,7591,Peter Cheruiyot KIRUI,2-Jan-88,KEN,6,23.84109589,Frankfurt (GER),1194,0.830555556,2011.830556,,
2011,1-Jan,17-Apr,Marathon,25,2:06:34,7594,Marilson GOMES DOS SANTOS,6-Aug-77,BRA,4,33.71780822,London (GBR),1193,0.294444444,2011.294444,,
2011,1-Jan,16-Oct,Marathon,25,2:06:34,7594,Nicholas Manza KAMAKYA,2-Mar-85,KEN,4,26.64109589,Amsterdam (NED),1193,0.791666667,2011.791667,,
2011,1-Jan,9-Oct,Marathon,27,2:06:48,7608,Michael KIPYEGO,2-Oct-83,KEN,3,28.03835616,Eindhoven (NED),1189,0.772222222,2011.772222,,
2011,1-Jan,16-Oct,Marathon,28,2:06:53,7613,Elijah KEITANY,18-Oct-83,KEN,5,28.01369863,Amsterdam (NED),1187,0.791666667,2011.791667,,
2011,1-Jan,16-Oct,Marathon,29,2:06:54,7614,Paul Kipkemboi BIWOTT,18-Apr-78,KEN,6,33.51780822,Amsterdam (NED),1187,0.791666667,2011.791667,,
2011,1-Jan,23-Oct,Marathon,30,2:07:03,7623,Stanley Kipleting BIWOTT,21-Apr-86,KEN,1,25.52328767,Chuncheon (KOR),1184,0.811111111,2011.811111,,
2011,1-Jan,30-Jan,Marathon,31,2:07:04,7624,Bekana DABA,29-Jul-88,ETH,1,22.52054795,"Houston, TX (USA)",1184,0.080555556,2011.080556,,
2011,1-Jan,8-May,Marathon,32,2:07:07,7627,Benson Kipchumba BARUS,4-Jul-80,KEN,1,30.8630137,Praha (CZE),1183,0.352777778,2011.352778,,
2011,1-Jan,16-Oct,Marathon,33,2:07:08,7628,John KIPROTICH,30-Mar-89,KEN,7,22.56164384,Amsterdam (NED),1183,0.791666667,2011.791667,,
2011,1-Jan,9-Oct,Marathon,34,2:07:13,7633,Tadesse TOLA,31-Oct-87,ETH,4,23.95616438,Eindhoven (NED),1181,0.772222222,2011.772222,,
2011,1-Jan,27-Nov,Marathon,34,2:07:13,7633,John Kipkorir KOMEN,28-Aug-77,KEN,1,34.27123288,La Rochelle (FRA),1181,0.905555556,2011.905556,,
2011,1-Jan,6-Nov,Marathon,36,2:07:14,7634,Tsegaye KEBEDE,15-Jan-87,ETH,3,24.82465753,"New York, NY (USA)",1181,0.847222222,2011.847222,,
2011,1-Jan,10-Apr,Marathon,37,2:07:16,7636,Bernard Kiprop KIPYEGO,16-Jul-86,KEN,2,24.75068493,Paris (FRA),1180,0.275,2011.275,,
2011,1-Jan,21-Jan,Marathon,38,2:07:18,7638,David Barmasai TUMO,1989,KEN,1,105.6849315,Dubai (UAE),1179,0.055555556,2011.055556,,
2011,1-Jan,17-Apr,Marathon,39,2:07:20,7640,Stephen KIPROTICH,27-Feb-89,UGA,1,22.14794521,Enschede (NED),1179,0.294444444,2011.294444,,
2011,1-Jan,30-Oct,Marathon,40,2:07:23,7643,Dickson CHUMBA,27-Oct-86,KEN,7,25.02465753,Frankfurt (GER),1178,0.830555556,2011.830556,,
2011,1-Jan,23-Oct,Marathon,41,2:07:27,7647,Yared ASMEROM,4-Feb-80,ERI,2,31.7369863,Chuncheon (KOR),1177,0.811111111,2011.811111,,
2011,1-Jan,16-Oct,Marathon,42,2:07:28,7648,Samuel Tsegay TESFAMARIAM,24-Feb-88,ERI,8,23.65753425,Amsterdam (NED),1176,0.791666667,2011.791667,,
