year,sample_date,date,event_m,rank,mark,time,athlete,dob,country,position,age,venue,score,frac,frac_year
2012,1-Jan,29-Apr-12,Marathon,78,2:25:49,8749,Agnes Jeruto BARSOSIO,5-Aug-82,KEN,1,,Düsseldorf (GER),1156,0.327777778,2012.327778
2012,1-Jan,5-Aug-12,Marathon,81,2:25:51,8751,Shalane FLANAGAN,8-Jul-81,USA,9,,"Olympic Stadium, London (GBR)",1156,0.594444444,2012.594444
2012,1-Jan,18-Mar-12,Marathon,82,2:25:53,8753,Xueqin WANG,1-Jan-91,CHN,4,,Chongqing (CHN),1156,0.213888889,2012.213889
2012,1-Jan,14-Jan-12,Marathon,83,2:25:55,8755,Desiree DAVILA,26-Jul-83,USA,2,,"Houston, TX (USA)",1156,0.036111111,2012.036111
2012,1-Jan,22-Apr-12,Marathon,84,2:25:59,8759,Atsede BAYISA,16-Apr-87,ETH,9,,London (GBR),1155,0.308333333,2012.308333
2012,1-Jan,26-Feb-12,Marathon,85,2:26:00,8760,Yeshi ESAYIAS,28-Dec-85,ETH,2,,Tokyo (JPN),1155,0.152777778,2012.152778
2012,1-Jan,26-Feb-12,Marathon,86,2:26:02,8762,Helena Loshanyang KIROP,9-Sep-76,KEN,3,,Tokyo (JPN),1154,0.152777778,2012.152778
2012,1-Jan,14-Jan-12,Marathon,87,2:26:06,8766,Kara GOUCHER,9-Jul-78,USA,3,,"Houston, TX (USA)",1154,0.036111111,2012.036111
2012,1-Jan,5-Aug-12,Marathon,88,2:26:07,8767,Kara GOUCHER,9-Jul-78,USA,10,,"Olympic Stadium, London (GBR)",1154,0.594444444,2012.594444
2012,1-Jan,26-Feb-12,Marathon,89,2:26:08,8768,Eri OKUBO,2-Jun-83,JPN,4,,Tokyo (JPN),1153,0.152777778,2012.152778
2012,1-Jan,11-Mar-12,Marathon,89,2:26:08,8768,Yukiko AKABA,18-Oct-79,JPN,8,,Nagoya (JPN),1153,0.194444444,2012.194444
2012,1-Jan,5-Aug-12,Marathon,91,2:26:09,8769,Helalia JOHANNES,13-Aug-80,NAM,11,,"Olympic Stadium, London (GBR)",1153,0.594444444,2012.594444
2012,1-Jan,7-Oct-12,Marathon,91,2:26:09,8769,Fatuma SADO,11-Oct-91,ETH,5,,"Chicago, IL (USA)",1153,0.766666667,2012.766667
2012,1-Jan,15-Jan-12,Marathon,93,2:26:12,8772,Netsanet ACHAMO,14-Dec-87,ETH,1,,Mumbai (IND),1153,0.038888889,2012.038889
2012,1-Jan,5-Aug-12,Marathon,94,2:26:13,8773,Marisa BARROS,25-Feb-80,POR,12,,"Olympic Stadium, London (GBR)",1153,0.594444444,2012.594444
2012,1-Jan,11-Mar-12,Marathon,95,2:26:23,8783,Yoko MIYAUCHI,19-Jun-83,JPN,9,,Nagoya (JPN),1151,0.194444444,2012.194444
2012,1-Jan,2-Dec-12,Marathon,96,2:26:27,8787,Sechale DALASA,20-Sep-91,ETH,5,,Shanghai (CHN),1150,0.919444444,2012.919444
2012,1-Jan,15-Apr-12,Marathon,97,2:26:39,8799,Fate TOLA,22-Oct-87,ETH,1,,Wien (AUT),1149,0.288888889,2012.288889
2012,1-Jan,18-Nov-12,Marathon,98,2:26:42,8802,Mizuho NASUKAWA,22-Nov-79,JPN,2,,Yokohama (JPN),1148,0.880555556,2012.880556
2012,1-Jan,5-Aug-12,Marathon,99,2:26:44,8804,Irina MIKITENKO,23-Aug-72,GER,13,,"Olympic Stadium, London (GBR)",1148,0.594444444,2012.594444
2012,1-Jan,26-Feb-12,Marathon,100,2:26:46,8806,Tatyana PETROVA,8-Apr-83,RUS,5,,Tokyo (JPN),1147,0.152777778,2012.152778
2011,1-Jan,17-Apr-11,Marathon,1,2:19:19,8359,Mary Jepkosgei KEITANY,18-Jan-82,KEN,1,,London (GBR),1219,0.294444444,2011.294444
2011,1-Jan,25-Sep-11,Marathon,2,2:19:44,8384,Florence KIPLAGAT,27-Feb-87,KEN,1,,Berlin (GER),1215,0.733333333,2011.733333
2011,1-Jan,17-Apr-11,Marathon,3,2:20:46,8446,Edna Ngeringwony KIPLAGAT,15-Nov-79,KEN,2,,London (GBR),1205,0.294444444,2011.294444
2011,1-Jan,30-Oct-11,Marathon,4,2:21:59,8519,Mamitu DASKA,16-Oct-83,ETH,1,,Frankfurt (GER),1193,0.830555556,2011.830556
2011,1-Jan,16-Oct-11,Marathon,5,2:22:08,8528,Tiki GELANA,22-Oct-87,ETH,1,,Amsterdam (NED),1192,0.791666667,2011.791667
2011,1-Jan,9-Oct-11,Marathon,6,2:22:09,8529,Ejegayehu DIBABA,21-Mar-82,ETH,1,,"Chicago, IL (USA)",1191,0.772222222,2011.772222
2011,1-Jan,25-Sep-11,Marathon,7,2:22:18,8538,Irina MIKITENKO,23-Aug-72,GER,2,,Berlin (GER),1190,0.733333333,2011.733333
2011,1-Jan,8-May-11,Marathon,8,2:22:34,8554,Lydia CHEROMEI,11-May-77,KEN,1,,Praha (CZE),1187,0.352777778,2011.352778
2011,1-Jan,16-Oct-11,Marathon,9,2:22:43,8563,Koren Jelila YAL,18-Jan-87,ETH,1,,Toronto (CAN),1186,0.791666667,2011.791667
2011,1-Jan,21-Jan-11,Marathon,10,2:22:45,8565,Asselefech MEDESSA MERGIA,23-Jan-85,ETH,1,,Dubai (UAE),1186,0.055555556,2011.055556
2011,1-Jan,10-Apr-11,Marathon,11,2:22:55,8575,Prisca JEPTOO,24-Jun-84,KEN,1,,Paris (FRA),1184,0.275,2011.275
2011,1-Jan,21-Jan-11,Marathon,12,2:23:01,8581,Lydia CHEROMEI,11-May-77,KEN,2,,Dubai (UAE),1183,0.055555556,2011.055556
2011,1-Jan,6-Nov-11,Marathon,13,2:23:15,8595,Firehiwot Tesfaye DADO,9-Jan-84,ETH,1,,"New York, NY (USA)",1181,0.847222222,2011.847222
2011,1-Jan,6-Nov-11,Marathon,14,2:23:19,8599,Bizunesh DEBA,8-Sep-87,ETH,2,,"New York, NY (USA)",1180,0.847222222,2011.847222
2011,1-Jan,16-Oct-11,Marathon,15,2:23:25,8605,Mare DIBABA,20-Oct-89,ETH,2,,Toronto (CAN),1179,0.791666667,2011.791667
2011,1-Jan,6-Nov-11,Marathon,16,2:23:38,8618,Mary Jepkosgei KEITANY,18-Jan-82,KEN,3,,"New York, NY (USA)",1177,0.847222222,2011.847222
2011,1-Jan,21-Jan-11,Marathon,17,2:23:41,8621,Isabellah ANDERSSON,12-Nov-80,SWE,3,,Dubai (UAE),1177,0.055555556,2011.055556
2011,1-Jan,17-Apr-11,Marathon,18,2:23:42,8622,Bezunesh BEKELE,29-Jan-83,ETH,3,,London (GBR),1177,0.294444444,2011.294444
2011,1-Jan,25-Sep-11,Marathon,19,2:23:46,8626,Paula RADCLIFFE,17-Dec-73,GBR,3,,Berlin (GER),1176,0.733333333,2011.733333
2011,1-Jan,17-Apr-11,Marathon,20,2:23:50,8630,Atsede BAYISA,16-Apr-87,ETH,4,,London (GBR),1175,0.294444444,2011.294444
2011,1-Jan,30-Oct-11,Marathon,21,2:23:54,8634,Agnes KIPROP,14-Jan-80,KEN,2,,Frankfurt (GER),1175,0.830555556,2011.830556
2011,1-Jan,20-Feb-11,Marathon,22,2:23:56,8636,Yoshimi OZAKI,1-Jul-81,JPN,1,,Yokohama (JPN),1174,0.136111111,2011.136111
2011,1-Jan,17-Apr-11,Marathon,23,2:24:09,8649,Yukiko AKABA,18-Oct-79,JPN,5,,London (GBR),1172,0.294444444,2011.294444
2011,1-Jan,4-Dec-11,Marathon,23,2:24:09,8649,Kebebush Haile LEMA,13-Apr-86,ETH,1,,Shanghai (CHN),1172,0.925,2011.925
2011,1-Jan,4-Dec-11,Marathon,25,2:24:12,8652,Tirfi TSEGAYE,25-Nov-84,ETH,2,,Shanghai (CHN),1172,0.925,2011.925
2011,1-Jan,20-Mar-11,Marathon,26,2:24:13,8653,Firehiwot Tesfaye DADO,9-Jan-84,ETH,1,,Roma (ITA),1172,0.219444444,2011.219444
2011,1-Jan,10-Apr-11,Marathon,27,2:24:20,8660,Philes ONGORI,19-Jul-86,KEN,1,,Rotterdam (NED),1171,0.275,2011.275
2011,1-Jan,30-Oct-11,Marathon,28,2:24:21,8661,Filomena CHEPCHIRCHIR,1-Dec-81,KEN,3,,Frankfurt (GER),1170,0.830555556,2011.830556
2011,1-Jan,17-Apr-11,Marathon,29,2:24:24,8664,Irina MIKITENKO,23-Aug-72,GER,6,,London (GBR),1170,0.294444444,2011.294444
2011,1-Jan,25-Sep-11,Marathon,30,2:24:25,8665,Atsede HABTAMU,26-Oct-87,ETH,4,,Berlin (GER),1170,0.733333333,2011.733333
2011,1-Jan,21-Jan-11,Marathon,31,2:24:26,8666,Atsede HABTAMU,26-Oct-87,ETH,4,,Dubai (UAE),1170,0.055555556,2011.055556
2011,1-Jan,10-Apr-11,Marathon,32,2:24:27,8667,Hilde KIBET,27-Mar-81,NED,2,,Rotterdam (NED),1169,0.275,2011.275
2011,1-Jan,20-Feb-11,Marathon,33,2:24:29,8669,Remi NAKASATO,24-Jun-88,JPN,2,,Yokohama (JPN),1169,0.136111111,2011.136111
2011,1-Jan,30-Oct-11,Marathon,34,2:24:32,8672,Merima MOHAMMED,10-Jun-92,ETH,4,,Frankfurt (GER),1169,0.830555556,2011.830556
2011,1-Jan,17-Apr-11,Marathon,35,2:24:33,8673,Jessica AUGUSTO,8-Nov-81,POR,7,,London (GBR),1169,0.294444444,2011.294444
2011,1-Jan,9-Oct-11,Marathon,35,2:24:33,8673,Georgina RONO,19-May-80,KEN,1,,Eindhoven (NED),1169,0.772222222,2011.772222
2011,1-Jan,17-Apr-11,Marathon,37,2:24:34,8674,Aberu KEBEDE,12-Sep-86,ETH,8,,London (GBR),1168,0.294444444,2011.294444
2011,1-Jan,9-Oct-11,Marathon,38,2:24:38,8678,Kayoko FUKUSHI,25-Mar-82,JPN,2,,"Chicago, IL (USA)",1168,0.772222222,2011.772222
2011,1-Jan,10-Apr-11,Marathon,39,2:24:43,8683,Agnes KIPROP,14-Jan-80,KEN,2,,Paris (FRA),1167,0.275,2011.275
2011,1-Jan,16-Oct-11,Marathon,40,2:24:55,8695,Eyerusalem KUMA,7-Sep-81,ETH,2,,Amsterdam (NED),1165,0.791666667,2011.791667
2011,1-Jan,25-Sep-11,Marathon,41,2:25:01,8701,Tatyana PETROVA,8-Apr-83,RUS,5,,Berlin (GER),1164,0.733333333,2011.733333
2011,1-Jan,20-Feb-11,Marathon,42,2:25:04,8704,Marisa BARROS,25-Feb-80,POR,3,,Yokohama (JPN),1164,0.136111111,2011.136111
2011,1-Jan,21-Jan-11,Marathon,43,2:25:08,8708,Atsede BAYISA,16-Apr-87,ETH,5,,Dubai (UAE),1163,0.055555556,2011.055556
2011,1-Jan,9-Oct-11,Marathon,44,2:25:09,8709,Shitaye BEDASO,1988,ETH,2,,Eindhoven (NED),1163,0.772222222,2011.772222
2011,1-Jan,9-Oct-11,Marathon,45,2:25:20,8720,Boru Feyse TADESE,19-Nov-88,ETH,3,,Eindhoven (NED),1161,0.772222222,2011.772222
2011,1-Jan,9-Oct-11,Marathon,46,2:25:23,8723,Rael Nguriatukei KINYARA,4-Apr-84,KEN,4,,Eindhoven (NED),1161,0.772222222,2011.772222
2011,1-Jan,17-Apr-11,Marathon,47,2:25:24,8724,Askale Magarsa TAFA,27-Sep-84,ETH,9,,London (GBR),1160,0.294444444,2011.294444
2011,1-Jan,17-Apr-11,Marathon,48,2:25:29,8729,Azusa NOJIRI,6-Jun-82,JPN,10,,London (GBR),1160,0.294444444,2011.294444
2011,1-Jan,25-Sep-11,Marathon,49,2:25:32,8732,Anna INCERTI,19-Jan-80,ITA,6,,Berlin (GER),1159,0.733333333,2011.733333
2011,1-Jan,17-Apr-11,Marathon,50,2:25:40,8740,Yoshiko FUJINAGA,15-Aug-81,JPN,11,,London (GBR),1158,0.294444444,2011.294444
2011,1-Jan,6-Nov-11,Marathon,50,2:25:40,8740,Dulce FÉLIX,23-Oct-82,POR,4,,"New York, NY (USA)",1158,0.847222222,2011.847222
2011,1-Jan,30-Oct-11,Marathon,52,2:25:44,8744,Rita Jeptoo SITIENEI,15-Feb-81,KEN,5,,Frankfurt (GER),1157,0.830555556,2011.830556
2011,1-Jan,6-Nov-11,Marathon,53,2:25:46,8746,Kimberley SMITH,19-Nov-81,NZL,5,,"New York, NY (USA)",1157,0.847222222,2011.847222
2011,1-Jan,10-Apr-11,Marathon,54,2:25:52,8752,Atsede HABTAMU,26-Oct-87,ETH,1,,Daegu (KOR),1156,0.275,2011.275
2011,1-Jan,16-Oct-11,Marathon,54,2:25:52,8752,Lornah KIPLAGAT,1-May-74,NED,3,,Amsterdam (NED),1156,0.791666667,2011.791667
2011,1-Jan,16-Oct-11,Marathon,56,2:25:57,8757,Genet GETANEH,6-Jan-86,ETH,4,,Amsterdam (NED),1155,0.791666667,2011.791667
2011,1-Jan,6-Nov-11,Marathon,56,2:25:57,8757,Caroline Cheptanui KILEL,21-Mar-81,KEN,6,,"New York, NY (USA)",1155,0.847222222,2011.847222
2011,1-Jan,10-Apr-11,Marathon,58,2:26:04,8764,Yeshi ESAYIAS,28-Dec-85,ETH,2,,Daegu (KOR),1154,0.275,2011.275
2011,1-Jan,25-Sep-11,Marathon,59,2:26:10,8770,Rosaria CONSOLE,17-Dec-79,ITA,7,,Berlin (GER),1153,0.733333333,2011.733333
2011,1-Jan,30-Apr-11,Marathon,60,2:26:12,8772,Jiali WANG,1-Feb-86,CHN,1,,Dalian (CHN),1153,0.330555556,2011.330556
2011,1-Jan,30-Oct-11,Marathon,61,2:26:15,8775,Nadia EJJAFINI,8-Nov-77,ITA,6,,Frankfurt (GER),1152,0.830555556,2011.830556
2011,1-Jan,9-Oct-11,Marathon,62,2:26:17,8777,Belainesh Zemedkun GEBRE,23-Dec-87,ETH,3,,"Chicago, IL (USA)",1152,0.772222222,2011.772222
2011,1-Jan,20-Mar-11,Marathon,63,2:26:21,8781,Goitetom Haftu TESEMA,1987,ETH,2,,Roma (ITA),1151,0.219444444,2011.219444
2011,1-Jan,17-Apr-11,Marathon,63,2:26:21,8781,Fate TOLA,22-Oct-87,ETH,1,,Wien (AUT),1151,0.294444444,2011.294444
2011,1-Jan,17-Apr-11,Marathon,65,2:26:28,8788,Xiaolin ZHU,20-Feb-84,CHN,12,,London (GBR),1150,0.294444444,2011.294444
2011,1-Jan,30-Jan-11,Marathon,66,2:26:29,8789,Yukiko AKABA,18-Oct-79,JPN,1,,Osaka (JPN),1150,0.080555556,2011.080556
2011,1-Jan,17-Apr-11,Marathon,67,2:26:30,8790,Dulce FÉLIX,23-Oct-82,POR,2,,Wien (AUT),1150,0.294444444,2011.294444
2011,1-Jan,20-Nov-11,Marathon,68,2:26:32,8792,Ryoko KIZAKI,21-Jun-85,JPN,1,,Yokohama (JPN),1150,0.886111111,2011.886111
2011,1-Jan,30-Jan-11,Marathon,69,2:26:33,8793,Mamitu DASKA,16-Oct-83,ETH,1,,"Houston, TX (USA)",1150,0.080555556,2011.080556
2011,1-Jan,10-Apr-11,Marathon,69,2:26:33,8793,Alemitu Abera BEGNA,1986,ETH,3,,Daegu (KOR),1150,0.275,2011.275
2011,1-Jan,25-Sep-11,Marathon,69,2:26:33,8793,Valeria STRANEO,5-Apr-76,ITA,8,,Berlin (GER),1150,0.733333333,2011.733333
2011,1-Jan,9-Oct-11,Marathon,72,2:26:36,8796,Hilde KIBET,27-Mar-81,NED,5,,Eindhoven (NED),1149,0.772222222,2011.772222
2011,1-Jan,27-Mar-11,Marathon,73,2:26:41,8801,Jie WEI,25-Jan-93,CHN,1,,Zhengzhou (CHN),1148,0.238888889,2011.238889
2011,1-Jan,9-Oct-11,Marathon,73,2:26:41,8801,Christelle DAUNAY,5-Dec-74,FRA,4,,"Chicago, IL (USA)",1148,0.772222222,2011.772222
2011,1-Jan,30-Apr-11,Marathon,75,2:26:49,8809,Rong CHEN,18-May-88,CHN,2,,Dalian (CHN),1147,0.330555556,2011.330556
2011,1-Jan,20-Nov-11,Marathon,75,2:26:49,8809,Yoshimi OZAKI,1-Jul-81,JPN,2,,Yokohama (JPN),1147,0.886111111,2011.886111
2011,1-Jan,20-Mar-11,Marathon,77,2:26:51,8811,Robe GUTA,12-Oct-86,ETH,1,,Seoul (KOR),1147,0.219444444,2011.219444
2011,1-Jan,9-Oct-11,Marathon,78,2:26:52,8812,Melkam GIZAW,17-Sep-90,ETH,6,,Eindhoven (NED),1147,0.772222222,2011.772222
2011,1-Jan,21-Jan-11,Marathon,79,2:26:53,8813,Diana Chepkemoi SIGEI,1987,KEN,6,,Dubai (UAE),1146,0.055555556,2011.055556
2011,1-Jan,17-Apr-11,Marathon,80,2:26:54,8814,Noriko MATSUOKA,2-May-79,JPN,13,,London (GBR),1146,0.294444444,2011.294444
2011,1-Jan,30-Jan-11,Marathon,81,2:26:55,8815,Mai ITO,23-May-84,JPN,2,,Osaka (JPN),1146,0.080555556,2011.080556
2011,1-Jan,16-Jan-11,Marathon,82,2:26:56,8816,Koren Jelila YAL,18-Jan-87,ETH,1,,Mumbai (IND),1146,0.041666667,2011.041667
2011,1-Jan,10-Apr-11,Marathon,82,2:26:56,8816,Lishan DULA,17-Feb-87,BRN,3,,Rotterdam (NED),1146,0.275,2011.275
2011,1-Jan,16-Jan-11,Marathon,84,2:26:57,8817,Merima MOHAMMED,10-Jun-92,ETH,2,,Mumbai (IND),1146,0.041666667,2011.041667
2011,1-Jan,10-Apr-11,Marathon,84,2:26:57,8817,Koren Jelila YAL,18-Jan-87,ETH,3,,Paris (FRA),1146,0.275,2011.275
2011,1-Jan,20-Feb-11,Marathon,86,2:26:58,8818,Kaoru NAGAO,26-Sep-89,JPN,4,,Yokohama (JPN),1146,0.136111111,2011.136111
2011,1-Jan,10-Apr-11,Marathon,87,2:27:00,8820,Alessandra AGUILAR,1-Jul-78,ESP,4,,Rotterdam (NED),1145,0.275,2011.275
2011,1-Jan,10-Apr-11,Marathon,88,2:27:02,8822,Eyerusalem KUMA,7-Sep-81,ETH,4,,Paris (FRA),1145,0.275,2011.275
2011,1-Jan,17-Apr-11,Marathon,88,2:27:02,8822,Madaí PÉREZ,2-Feb-80,MEX,14,,London (GBR),1145,0.294444444,2011.294444
2011,1-Jan,6-Nov-11,Marathon,90,2:27:06,8826,Caroline ROTICH,13-May-84,KEN,7,,"New York, NY (USA)",1144,0.847222222,2011.847222
2011,1-Jan,10-Apr-11,Marathon,91,2:27:07,8827,Margarita PLAKSINA,1-Oct-77,RUS,5,,Paris (FRA),1144,0.275,2011.275
2011,1-Jan,13-Nov-11,Marathon,92,2:27:10,8830,Yuliya RUBAN,6-Oct-83,UKR,1,,Torino (ITA),1144,0.866666667,2011.866667
2011,1-Jan,21-Jan-11,Marathon,93,2:27:13,8833,Genet GETANEH,6-Jan-86,ETH,7,,Dubai (UAE),1143,0.055555556,2011.055556
2011,1-Jan,20-Mar-11,Marathon,93,2:27:13,8833,Yanan WEI,6-Dec-81,CHN,2,,Seoul (KOR),1143,0.219444444,2011.219444
2011,1-Jan,21-Jan-11,Marathon,95,2:27:15,8835,Werknesh KIDANE,7-Jan-81,ETH,8,,Dubai (UAE),1143,0.055555556,2011.055556
2011,1-Jan,20-Feb-11,Marathon,96,2:27:16,8836,Karolina NADOLSKA,6-Sep-81,POL,5,,Yokohama (JPN),1143,0.136111111,2011.136111
2011,1-Jan,17-Apr-11,Marathon,97,2:27:17,8837,Peninah ARUSEI,23-Feb-79,KEN,3,,Wien (AUT),1143,0.294444444,2011.294444
2011,1-Jan,30-Oct-11,Marathon,98,2:27:18,8838,Fate TOLA,22-Oct-87,ETH,7,,Frankfurt (GER),1142,0.830555556,2011.830556
2011,1-Jan,20-Nov-11,Marathon,99,2:27:24,8844,Mara YAMAUCHI,13-Aug-73,GBR,3,,Yokohama (JPN),1142,0.886111111,2011.886111
2011,1-Jan,30-Jan-11,Marathon,100,2:27:26,8846,Chika HORIE,15-Feb-81,JPN,3,,Osaka (JPN),1141,0.080555556,2011.080556
2010,1-Jan,11-Apr-10,Marathon,1,2:22:04,8524,Atsede BAYISA,16-Apr-87,ETH,1,,Paris (FRA),1192,0.277777778,2010.277778
2010,1-Jan,25-Apr-10,Marathon,2,2:22:38,8558,Asselefech MEDESSA MERGIA,23-Jan-85,ETH,1,,London (GBR),1187,0.316666667,2010.316667
2010,1-Jan,26-Sep-10,Marathon,3,2:22:43,8563,Sharon Jemutai CHEROP,16-Mar-84,KEN,1,,Toronto (CAN),1186,0.736111111,2010.736111
2010,1-Jan,26-Sep-10,Marathon,4,2:22:44,8564,Tirfi TSEGAYE,25-Nov-84,ETH,2,,Toronto (CAN),1186,0.736111111,2010.736111
2010,1-Jan,26-Sep-10,Marathon,5,2:23:06,8586,Merima MOHAMMED,10-Jun-92,ETH,3,,Toronto (CAN),1182,0.736111111,2010.736111
2010,1-Jan,25-Apr-10,Marathon,6,2:23:17,8597,Bezunesh BEKELE,29-Jan-83,ETH,2,,London (GBR),1181,0.316666667,2010.316667
2010,1-Jan,31-Oct-10,Marathon,7,2:23:25,8605,Caroline Cheptanui KILEL,21-Mar-81,KEN,1,,Frankfurt (GER),1179,0.833333333,2010.833333
2010,1-Jan,10-Oct-10,Marathon,8,2:23:40,8620,Atsede BAYISA,16-Apr-87,ETH,1,,"Chicago, IL (USA)",1177,0.775,2010.775
2010,1-Jan,31-Oct-10,Marathon,9,2:23:44,8624,Dire TUNE,19-Jun-85,ETH,2,,Frankfurt (GER),1176,0.833333333,2010.833333
2010,1-Jan,17-Jan-10,Marathon,10,2:23:53,8633,Teyba ERKESSO,30-Oct-82,ETH,1,,"Houston, TX (USA)",1175,0.044444444,2010.044444
2010,1-Jan,26-Sep-10,Marathon,11,2:23:58,8638,Aberu KEBEDE,12-Sep-86,ETH,1,,Berlin (GER),1174,0.736111111,2010.736111
2010,1-Jan,31-Oct-10,Marathon,12,2:24:07,8647,Agnes KIPROP,14-Jan-80,KEN,3,,Frankfurt (GER),1173,0.833333333,2010.833333
2010,1-Jan,21-Mar-10,Marathon,13,2:24:13,8653,Amane GOBENA,11-Sep-86,ETH,1,,Seoul (KOR),1172,0.222222222,2010.222222
2010,1-Jan,22-Jan-10,Marathon,14,2:24:18,8658,Mamitu DASKA,16-Oct-83,ETH,1,,Dubai (UAE),1171,0.058333333,2010.058333
2010,1-Jan,11-Apr-10,Marathon,15,2:24:22,8662,Christelle DAUNAY,5-Dec-74,FRA,2,,Paris (FRA),1170,0.277777778,2010.277778
2010,1-Jan,22-Jan-10,Marathon,16,2:24:26,8666,Aberu KEBEDE,12-Sep-86,ETH,2,,Dubai (UAE),1170,0.058333333,2010.058333
2010,1-Jan,26-Sep-10,Marathon,17,2:24:33,8673,Koren Jelila YAL,18-Jan-87,ETH,4,,Toronto (CAN),1169,0.736111111,2010.736111
2010,1-Jan,25-Apr-10,Marathon,18,2:24:39,8679,Askale Magarsa TAFA,27-Sep-84,ETH,3,,London (GBR),1168,0.316666667,2010.316667
2010,1-Jan,11-Apr-10,Marathon,19,2:24:51,8691,Tirfi TSEGAYE,25-Nov-84,ETH,3,,Paris (FRA),1166,0.277777778,2010.277778
2010,1-Jan,22-Jan-10,Marathon,20,2:24:54,8694,Helena Loshanyang KIROP,9-Sep-76,KEN,3,,Dubai (UAE),1165,0.058333333,2010.058333
2010,1-Jan,25-Apr-10,Marathon,21,2:24:55,8695,Yukiko AKABA,18-Oct-79,JPN,4,,London (GBR),1165,0.316666667,2010.316667
2010,1-Jan,26-Sep-10,Marathon,22,2:24:58,8698,Bezunesh BEKELE,29-Jan-83,ETH,2,,Berlin (GER),1165,0.736111111,2010.736111
2010,1-Jan,27-Nov-10,Marathon,23,2:25:00,8700,Chunxiu ZHOU,15-Nov-78,CHN,1,,Guangzhou (CHN),1164,0.905555556,2010.905556
2010,1-Jan,21-Mar-10,Marathon,24,2:25:01,8701,Chunxiu ZHOU,15-Nov-78,CHN,2,,Seoul (KOR),1164,0.222222222,2010.222222
2010,1-Jan,17-Oct-10,Marathon,25,2:25:03,8703,Alice Jemeli TIMBILILI,1-Feb-83,KEN,1,,Amsterdam (NED),1164,0.794444444,2010.794444
2010,1-Jan,31-Oct-10,Marathon,26,2:25:10,8710,Isabellah ANDERSSON,12-Nov-80,SWE,4,,Frankfurt (GER),1163,0.833333333,2010.833333
2010,1-Jan,31-Jan-10,Marathon,27,2:25:14,8714,Amane GOBENA,11-Sep-86,ETH,1,,Osaka (JPN),1162,0.083333333,2010.083333
2010,1-Jan,25-Apr-10,Marathon,28,2:25:18,8718,Xue BAI,13-Dec-88,CHN,5,,London (GBR),1161,0.316666667,2010.316667
2010,1-Jan,25-Apr-10,Marathon,29,2:25:21,8721,Kimberley SMITH,19-Nov-81,NZL,6,,London (GBR),1161,0.316666667,2010.316667
2010,1-Jan,31-Oct-10,Marathon,30,2:25:27,8727,Mare DIBABA,20-Oct-89,ETH,5,,Frankfurt (GER),1160,0.833333333,2010.833333
2010,1-Jan,21-Mar-10,Marathon,31,2:25:28,8728,Firehiwot Tesfaye DADO,9-Jan-84,ETH,1,,Roma (ITA),1160,0.222222222,2010.222222
2010,1-Jan,11-Apr-10,Marathon,32,2:25:29,8729,Aberu KEBEDE,12-Sep-86,ETH,1,,Rotterdam (NED),1160,0.277777778,2010.277778
2010,1-Jan,9-May-10,Marathon,32,2:25:29,8729,Helena Loshanyang KIROP,9-Sep-76,KEN,1,,Praha (CZE),1160,0.355555556,2010.355556
2010,1-Jan,21-Mar-10,Marathon,34,2:25:31,8731,Kebebush Haile LEMA,13-Apr-86,ETH,2,,Roma (ITA),1159,0.222222222,2010.222222
2010,1-Jan,11-Apr-10,Marathon,35,2:25:34,8734,Azalech MASRESHA,4-May-88,ETH,4,,Paris (FRA),1159,0.277777778,2010.277778
2010,1-Jan,10-Oct-10,Marathon,36,2:25:35,8735,Atsede HABTAMU,26-Oct-87,ETH,1,,Eindhoven (NED),1159,0.775,2010.775
2010,1-Jan,21-Mar-10,Marathon,37,2:25:38,8738,Mare DIBABA,20-Oct-89,ETH,3,,Roma (ITA),1158,0.222222222,2010.222222
2010,1-Jan,21-Mar-10,Marathon,37,2:25:38,8738,Edna Ngeringwony KIPLAGAT,15-Nov-79,KEN,1,,"Los Angeles, CA (USA)",1158,0.222222222,2010.222222
2010,1-Jan,25-Apr-10,Marathon,39,2:25:43,8743,Mari OZAKI,16-Jul-75,JPN,7,,London (GBR),1157,0.316666667,2010.316667
2010,1-Jan,31-Jan-10,Marathon,40,2:25:44,8744,Marisa BARROS,25-Feb-80,POR,2,,Osaka (JPN),1157,0.083333333,2010.083333
2010,1-Jan,11-Apr-10,Marathon,41,2:25:50,8750,Asnaketch MENGISTU,9-May-86,ETH,1,,Milano (ITA),1156,0.277777778,2010.277778
2010,1-Jan,22-Jan-10,Marathon,42,2:26:05,8765,Bezunesh BEKELE,29-Jan-83,ETH,4,,Dubai (UAE),1154,0.058333333,2010.058333
2010,1-Jan,26-Sep-10,Marathon,43,2:26:10,8770,Tomo MORIMOTO,27-Dec-83,JPN,3,,Berlin (GER),1153,0.736111111,2010.736111
2010,1-Jan,25-Oct-10,Marathon,44,2:26:13,8773,Tatyana ARYASOVA,2-Apr-79,RUS,1,,Dublin (IRL),1153,0.816666667,2010.816667
2010,1-Jan,25-Apr-10,Marathon,45,2:26:16,8776,Mara YAMAUCHI,13-Aug-73,GBR,8,,London (GBR),1152,0.316666667,2010.316667
2010,1-Jan,21-Mar-10,Marathon,46,2:26:20,8780,Misikir DEMISSE,23-Jul-86,ETH,2,,"Los Angeles, CA (USA)",1152,0.222222222,2010.222222
