year,sample_date,date,event_m,rank,mark,time,athlete,dob,country,position,age,venue,score,frac,frac_year
2023,1-Jan,5-Mar-23,Marathon,67,2:22:08,8528,Ai HOSODA,27-Nov-95,JPN,6,,Tokyo (JPN),1192,0.177777778,2023.177778
2023,1-Jan,8-Oct-23,Marathon,68,2:22:09,8529,Emily SISSON,12-Oct-91,USA,7,,"Chicago, IL (USA)",1191,0.769444444,2023.769444
2023,1-Jan,23-Apr-23,Marathon,69,2:22:10,8530,Tsige HAILESLASE,21-Sep-00,ETH,4,,Hamburg (GER),1191,0.311111111,2023.311111
2023,1-Jan,29-Jan-23,Marathon,70,2:22:12,8532,Sisay Meseret GOLA,30-Dec-97,ETH,2,,Osaka (JPN),1191,0.077777778,2023.077778
2023,1-Jan,26-Feb-23,Marathon,71,2:22:16,8536,Helen BEKELE,21-Nov-94,ETH,1,,Osaka (JPN),1190,0.152777778,2023.152778
2023,1-Jan,24-Sep-23,Marathon,72,2:22:17,8537,Charlotte PURDUE,10-Jun-91,GBR,9,,Berlin (GER),1190,0.730555556,2023.730556
2023,1-Jan,14-Oct-23,Marathon,72,2:22:17,8537,Calli THACKERY,9-Jan-93,GBR,1,,"Valley Cottage, NY (USA)",1190,0.786111111,2023.786111
2023,1-Jan,26-Nov-23,Marathon,74,2:22:20,8540,Eunice Chebichii CHUMBA,23-May-93,BRN,3,,Shanghai (CHN),1190,0.902777778,2023.902778
2023,1-Jan,26-Nov-23,Marathon,75,2:22:22,8542,Sandrafelis Chebet TUEI,20-Jan-98,KEN,4,,Shanghai (CHN),1189,0.902777778,2023.902778
2023,1-Jan,15-Oct-23,Marathon,76,2:22:23,8543,Anchialem HAYMANOT,9-May-01,ETH,6,,Amsterdam (NED),1189,0.788888889,2023.788889
2023,1-Jan,20-Jan-23,Marathon,77,2:22:28,8548,Beatrice CHEPTOO,1-Jun-93,KEN,3,,Doha (QAT),1188,0.052777778,2023.052778
2023,1-Jan,15-Oct-23,Marathon,78,2:22:29,8549,Sisay Meseret GOLA,30-Dec-97,ETH,7,,Amsterdam (NED),1188,0.788888889,2023.788889
2023,1-Jan,3-Dec-23,Marathon,78,2:22:29,8549,Desi Jisa MOKONIN,12-Jul-97,BRN,6,,Valencia (ESP),1188,0.922222222,2023.922222
2023,1-Jan,12-Mar-23,Marathon,80,2:22:32,8552,Honami MAEDA,17-Jul-96,JPN,3,,Nagoya (JPN),1188,0.197222222,2023.197222
2023,1-Jan,23-Apr-23,Marathon,81,2:22:35,8555,Marion KIBOR,27-Sep-94,KEN,5,,Hamburg (GER),1187,0.311111111,2023.311111
2023,1-Jan,19-Mar-23,Marathon,82,2:22:38,8558,Buzunesh GETACHEW,18-Apr-97,ETH,3,,Barcelona (ESP),1187,0.216666667,2023.216667
2023,1-Jan,16-Apr-23,Marathon,83,2:22:45,8565,Shyline Jepkorir TOROITICH,20-Oct-94,KEN,1,,Enschede (NED),1186,0.291666667,2023.291667
2023,1-Jan,12-Feb-23,Marathon,84,2:22:50,8570,Fikrte WERETA,21-Sep-00,ETH,4,,Dubai (UAE),1185,0.113888889,2023.113889
2023,1-Jan,29-Oct-23,Marathon,85,2:22:57,8577,Viola Jelagat KIBIWOT,22-Dec-83,KEN,4,,Frankfurt (GER),1184,0.827777778,2023.827778
2023,1-Jan,29-Jan-23,Marathon,86,2:22:59,8579,Yuka ANDO,16-Mar-94,JPN,3,,Osaka (JPN),1183,0.077777778,2023.077778
2023,1-Jan,29-Oct-23,Marathon,87,2:23:00,8580,Janet RUGURU,20-May-93,KEN,2,,Beijing (CHN),1183,0.827777778,2023.827778
2023,1-Jan,24-Sep-23,Marathon,88,2:23:01,8581,Fikrte WERETA,21-Sep-00,ETH,10,,Berlin (GER),1183,0.730555556,2023.730556
2023,1-Jan,19-Mar-23,Marathon,89,2:23:02,8582,Betty CHEPKWONY,26-Apr-95,KEN,1,,Roma (ITA),1183,0.216666667,2023.216667
2023,1-Jan,19-Feb-23,Marathon,90,2:23:05,8585,Urge DIRO,16-Jan-94,ETH,3,,Sevilla (ESP),1183,0.133333333,2023.133333
2023,1-Jan,26-Feb-23,Marathon,91,2:23:07,8587,Beyenu DEGEFA,12-Jul-99,ETH,2,,Osaka (JPN),1182,0.152777778,2023.152778
2023,1-Jan,8-Oct-23,Marathon,91,2:23:07,8587,Molly SEIDEL,12-Jul-94,USA,8,,"Chicago, IL (USA)",1182,0.769444444,2023.769444
2023,1-Jan,26-Feb-23,Marathon,93,2:23:08,8588,Momoko WATANABE,13-Jun-98,JPN,3,,Osaka (JPN),1182,0.152777778,2023.152778
2023,1-Jan,24-Sep-23,Marathon,93,2:23:08,8588,Hitomi NIIYA,26-Feb-88,JPN,11,,Berlin (GER),1182,0.730555556,2023.730556
2023,1-Jan,3-Dec-23,Marathon,93,2:23:08,8588,Genevieve GREGSON,4-Aug-89,AUS,7,,Valencia (ESP),1182,0.922222222,2023.922222
2023,1-Jan,10-Dec-23,Marathon,93,2:23:08,8588,Ruth JEBET,17-Nov-96,BRN,1,,Mersin (TUR),1182,0.941666667,2023.941667
2023,1-Jan,15-Oct-23,Marathon,97,2:23:11,8591,Buze DIRIBA,9-Feb-94,ETH,1,,Toronto (CAN),1182,0.788888889,2023.788889
2023,1-Jan,15-Oct-23,Marathon,98,2:23:12,8592,Waganesh MEKASHA,16-Jan-92,ETH,2,,Toronto (CAN),1181,0.788888889,2023.788889
2023,1-Jan,14-May-23,Marathon,99,2:23:14,8594,Rodah JEPKORIR,25-Apr-91,KEN,1,,København (DEN),1181,0.369444444,2023.369444
2023,1-Jan,26-Feb-23,Marathon,100,2:23:15,8595,Lisa WEIGHTMAN,16-Jan-79,AUS,4,,Osaka (JPN),1181,0.152777778,2023.152778
2022,1-Jan,9-Oct-22,Marathon,1,2:14:18,8058,Ruth CHEPNGETICH,8-Aug-94,KEN,1,,"Chicago, IL (USA)",1268,0.772222222,2022.772222
2022,1-Jan,4-Dec-22,Marathon,2,2:14:58,8098,Amane Beriso SHANKULE,13-Oct-91,ETH,1,,Valencia (ESP),1262,0.925,2022.925
2022,1-Jan,25-Sep-22,Marathon,3,2:15:37,8137,Tigst ASSEFA,3-Dec-96,ETH,1,,Berlin (GER),1255,0.733333333,2022.733333
2022,1-Jan,6-Mar-22,Marathon,4,2:16:02,8162,Brigid KOSGEI,20-Feb-94,KEN,1,,Tokyo (JPN),1251,0.180555556,2022.180556
2022,1-Jan,4-Dec-22,Marathon,5,2:16:49,8209,Letesenbet GIDEY,20-Mar-98,ETH,2,,Valencia (ESP),1243,0.925,2022.925
2022,1-Jan,13-Mar-22,Marathon,6,2:17:18,8238,Ruth CHEPNGETICH,8-Aug-94,KEN,1,,Nagoya (JPN),1239,0.2,2022.2
2022,1-Jan,16-Oct-22,Marathon,7,2:17:20,8240,Almaz AYANA,21-Nov-91,ETH,1,,Amsterdam (NED),1238,0.791666667,2022.791667
2022,1-Jan,24-Apr-22,Marathon,8,2:17:23,8243,Yalemzerf YEHUALAW,3-Aug-99,ETH,1,,Hamburg (GER),1238,0.313888889,2022.313889
2022,1-Jan,2-Oct-22,Marathon,9,2:17:26,8246,Yalemzerf YEHUALAW,3-Aug-99,ETH,1,,London (GBR),1237,0.752777778,2022.752778
2022,1-Jan,4-Dec-22,Marathon,10,2:17:29,8249,Sheila CHEPKIRUI,27-Dec-90,KEN,3,,Valencia (ESP),1237,0.925,2022.925
2022,1-Jan,4-Dec-22,Marathon,11,2:17:36,8256,Tadu TESHOME,9-Jun-01,ETH,4,,Valencia (ESP),1236,0.925,2022.925
2022,1-Jan,6-Mar-22,Marathon,12,2:17:58,8278,Ashete BEKERE,17-Apr-88,ETH,2,,Tokyo (JPN),1232,0.180555556,2022.180556
2022,1-Jan,25-Sep-22,Marathon,13,2:18:00,8280,Rosemary WANJIRU,9-Dec-94,KEN,2,,Berlin (GER),1232,0.733333333,2022.733333
2022,1-Jan,25-Sep-22,Marathon,14,2:18:03,8283,Tigist ABAYECHEW,22-Feb-94,ETH,3,,Berlin (GER),1231,0.733333333,2022.733333
2022,1-Jan,17-Apr-22,Marathon,15,2:18:04,8284,Joan Chelimo MELLY,10-Nov-90,ROU,1,,Seoul (KOR),1231,0.294444444,2022.294444
2022,1-Jan,16-Oct-22,Marathon,16,2:18:05,8285,Genzebe DIBABA,8-Feb-91,ETH,2,,Amsterdam (NED),1231,0.791666667,2022.791667
2022,1-Jan,2-Oct-22,Marathon,17,2:18:07,8287,Joyciline JEPKOSGEI,28-Dec-93,KEN,2,,London (GBR),1231,0.752777778,2022.752778
2022,1-Jan,18-Jul-22,Marathon,18,2:18:11,8291,Gotytom GEBRESLASE,15-Jan-95,ETH,1,,"Autzen Complex, Eugene, OR (USA)",1230,0.547222222,2022.547222
2022,1-Jan,4-Dec-22,Marathon,18,2:18:11,8291,Fancy CHEMUTAI,20-Mar-95,KEN,5,,Valencia (ESP),1230,0.925,2022.925
2022,1-Jan,17-Apr-22,Marathon,20,2:18:12,8292,Sutume Asefa KEBEDE,11-Dec-94,ETH,2,,Seoul (KOR),1230,0.294444444,2022.294444
2022,1-Jan,6-Mar-22,Marathon,21,2:18:18,8298,Gotytom GEBRESLASE,15-Jan-95,ETH,3,,Tokyo (JPN),1229,0.180555556,2022.180556
2022,1-Jan,18-Jul-22,Marathon,22,2:18:20,8300,Judith Jeptum KORIR,12-Dec-95,KEN,2,,"Autzen Complex, Eugene, OR (USA)",1228,0.547222222,2022.547222
2022,1-Jan,9-Oct-22,Marathon,23,2:18:29,8309,Emily SISSON,12-Oct-91,USA,2,,"Chicago, IL (USA)",1227,0.772222222,2022.772222
2022,1-Jan,2-Oct-22,Marathon,24,2:18:32,8312,Megertu ALEMU,12-Oct-97,ETH,3,,London (GBR),1227,0.752777778,2022.752778
2022,1-Jan,6-Mar-22,Marathon,25,2:18:42,8322,Angela TANUI,27-Jul-92,KEN,4,,Tokyo (JPN),1225,0.180555556,2022.180556
2022,1-Jan,2-Oct-22,Marathon,26,2:18:43,8323,Judith Jeptum KORIR,12-Dec-95,KEN,4,,London (GBR),1225,0.752777778,2022.752778
2022,1-Jan,13-Mar-22,Marathon,27,2:18:45,8325,Lonah Chemtai SALPETER,12-Dec-88,ISR,2,,Nagoya (JPN),1224,0.2,2022.2
2022,1-Jan,4-Dec-22,Marathon,28,2:18:47,8327,Tiruye MESFIN,11-Sep-02,ETH,6,,Valencia (ESP),1224,0.925,2022.925
2022,1-Jan,20-Feb-22,Marathon,29,2:18:51,8331,Megertu ALEMU,12-Oct-97,ETH,1,,Sevilla (ESP),1223,0.136111111,2022.136111
2022,1-Jan,25-Sep-22,Marathon,29,2:18:51,8331,Workenesh EDESA,11-Sep-92,ETH,4,,Berlin (GER),1223,0.733333333,2022.733333
2022,1-Jan,4-Dec-22,Marathon,31,2:18:52,8332,Tigist GIRMA,12-Jul-93,ETH,7,,Valencia (ESP),1223,0.925,2022.925
2022,1-Jan,6-Mar-22,Marathon,32,2:19:10,8350,Hiwot GEBREKIDAN,11-May-95,ETH,5,,Tokyo (JPN),1220,0.180555556,2022.180556
2022,1-Jan,16-Jan-22,Marathon,33,2:19:12,8352,Keira D'AMATO,21-Oct-84,USA,1,,"Houston, TX (USA)",1220,0.041666667,2022.041667
2022,1-Jan,2-Oct-22,Marathon,34,2:19:27,8367,Joan Chelimo MELLY,10-Nov-90,ROU,5,,London (GBR),1218,0.752777778,2022.752778
2022,1-Jan,2-Oct-22,Marathon,35,2:19:30,8370,Ashete BEKERE,17-Apr-88,ETH,6,,London (GBR),1217,0.752777778,2022.752778
2022,1-Jan,3-Apr-22,Marathon,36,2:19:48,8388,Judith Jeptum KORIR,12-Dec-95,KEN,1,,Paris (FRA),1214,0.255555556,2022.255556
2022,1-Jan,17-Apr-22,Marathon,37,2:20:02,8402,Eunice Chebichii CHUMBA,23-May-93,BRN,3,,Seoul (KOR),1212,0.294444444,2022.294444
2022,1-Jan,4-Dec-22,Marathon,38,2:20:03,8403,Etagegne WOLDU,10-May-96,ETH,8,,Valencia (ESP),1212,0.925,2022.925
2022,1-Jan,17-Apr-22,Marathon,39,2:20:10,8410,Celestine CHEPCHIRCHIR,18-Dec-95,KEN,4,,Seoul (KOR),1211,0.294444444,2022.294444
2022,1-Jan,3-Apr-22,Marathon,40,2:20:18,8418,Vivian KIPLAGAT,9-Nov-91,KEN,1,,Milano (ITA),1209,0.255555556,2022.255556
2022,1-Jan,18-Jul-22,Marathon,40,2:20:18,8418,Lonah Chemtai SALPETER,12-Dec-88,ISR,3,,"Autzen Complex, Eugene, OR (USA)",1209,0.547222222,2022.547222
2022,1-Jan,2-Oct-22,Marathon,42,2:20:22,8422,Mary Wacera NGUGI,17-Dec-88,KEN,7,,London (GBR),1209,0.752777778,2022.752778
2022,1-Jan,18-Jul-22,Marathon,43,2:20:29,8429,Nazret WELDU,1-Jan-90,ERI,4,,"Autzen Complex, Eugene, OR (USA)",1208,0.547222222,2022.547222
2022,1-Jan,4-Dec-22,Marathon,44,2:20:40,8440,Dolshi TESFU,17-Jun-99,ERI,9,,Valencia (ESP),1206,0.925,2022.925
2022,1-Jan,17-Dec-22,Marathon,45,2:20:41,8441,Eunice Chebichii CHUMBA,23-May-93,BRN,1,,Abu Dhabi (UAE),1206,0.961111111,2022.961111
2022,1-Jan,2-Oct-22,Marathon,46,2:20:44,8444,Sutume Asefa KEBEDE,11-Dec-94,ETH,8,,London (GBR),1205,0.752777778,2022.752778
2022,1-Jan,20-Feb-22,Marathon,47,2:20:50,8450,Sisay Meseret GOLA,30-Dec-97,ETH,2,,Sevilla (ESP),1204,0.136111111,2022.136111
2022,1-Jan,30-Jan-22,Marathon,48,2:20:52,8452,Mizuki MATSUDA,31-May-95,JPN,1,,Osaka (JPN),1204,0.080555556,2022.080556
2022,1-Jan,9-Oct-22,Marathon,48,2:20:52,8452,Vivian KIPLAGAT,9-Nov-91,KEN,3,,"Chicago, IL (USA)",1204,0.772222222,2022.772222
2022,1-Jan,25-Sep-22,Marathon,50,2:20:58,8458,Sisay Meseret GOLA,30-Dec-97,ETH,5,,Berlin (GER),1203,0.733333333,2022.733333
2022,1-Jan,24-Apr-22,Marathon,51,2:20:59,8459,Vibian CHEPKURUI,5-Jun-94,KEN,1,,Wien (AUT),1203,0.313888889,2022.313889
2022,1-Jan,4-Dec-22,Marathon,52,2:21:01,8461,Majida MAAYOUF,27-Apr-89,MAR,10,,Valencia (ESP),1202,0.925,2022.925
2022,1-Jan,6-Mar-22,Marathon,53,2:21:02,8462,Mao ICHIYAMA,29-May-97,JPN,6,,Tokyo (JPN),1202,0.180555556,2022.180556
2022,1-Jan,24-Apr-22,Marathon,54,2:21:03,8463,Ruth CHEBITOK,26-Dec-90,KEN,2,,Wien (AUT),1202,0.313888889,2022.313889
2022,1-Jan,23-Oct-22,Marathon,55,2:21:08,8468,Siranesh YIRGA,11-Sep-00,ETH,1,,Ljubljana (SLO),1201,0.811111111,2022.811111
2022,1-Jan,24-Apr-22,Marathon,56,2:21:10,8470,Maurine CHEPKEMOI,24-May-98,KEN,1,,Enschede (NED),1201,0.313888889,2022.313889
2022,1-Jan,17-Dec-22,Marathon,57,2:21:12,8472,Angela TANUI,27-Jul-92,KEN,2,,Abu Dhabi (UAE),1201,0.961111111,2022.961111
2022,1-Jan,20-Feb-22,Marathon,58,2:21:17,8477,Yeshi Kalayu CHEKOLE,12-Jul-97,ETH,3,,Sevilla (ESP),1200,0.136111111,2022.136111
2022,1-Jan,6-Mar-22,Marathon,58,2:21:17,8477,Hitomi NIIYA,26-Feb-88,JPN,7,,Tokyo (JPN),1200,0.180555556,2022.180556
2022,1-Jan,17-Dec-22,Marathon,60,2:21:25,8485,Mare DIBABA,20-Oct-89,ETH,3,,Abu Dhabi (UAE),1199,0.961111111,2022.961111
2022,1-Jan,4-Dec-22,Marathon,61,2:21:34,8494,Bruktayit ESHETU,29-Sep-90,ETH,11,,Valencia (ESP),1197,0.925,2022.925
2022,1-Jan,4-Dec-22,Marathon,61,2:21:34,8494,Sinead DIVER,17-Feb-77,AUS,12,,Valencia (ESP),1197,0.925,2022.925
2022,1-Jan,9-Oct-22,Marathon,63,2:21:41,8501,Ruti AGA,16-Jan-94,ETH,4,,"Chicago, IL (USA)",1196,0.772222222,2022.772222
2022,1-Jan,2-Oct-22,Marathon,64,2:21:42,8502,Ai HOSODA,27-Nov-95,JPN,9,,London (GBR),1196,0.752777778,2022.752778
2022,1-Jan,25-Sep-22,Marathon,65,2:21:48,8508,Keira D'AMATO,21-Oct-84,USA,6,,Berlin (GER),1195,0.733333333,2022.733333
2022,1-Jan,25-Sep-22,Marathon,66,2:21:55,8515,Rika KASEDA,2-Mar-99,JPN,7,,Berlin (GER),1194,0.733333333,2022.733333
2022,1-Jan,3-Apr-22,Marathon,67,2:21:56,8516,Nazret WELDU,1-Jan-90,ERI,1,,Daegu (KOR),1194,0.255555556,2022.255556
2022,1-Jan,10-Apr-22,Marathon,68,2:22:01,8521,Haven Hailu DESSE,10-Sep-98,ETH,1,,Rotterdam (NED),1193,0.275,2022.275
2022,1-Jan,25-Sep-22,Marathon,69,2:22:02,8522,Ayuko SUZUKI,8-Oct-91,JPN,8,,Berlin (GER),1193,0.733333333,2022.733333
2022,1-Jan,18-Jul-22,Marathon,70,2:22:10,8530,Sara HALL,15-Apr-83,USA,5,,"Autzen Complex, Eugene, OR (USA)",1191,0.547222222,2022.547222
2022,1-Jan,20-Feb-22,Marathon,71,2:22:13,8533,Chimdesa KUMSA,16-Sep-95,ETH,4,,Sevilla (ESP),1191,0.136111111,2022.136111
2022,1-Jan,25-Sep-22,Marathon,71,2:22:13,8533,Sayaka SATO,27-May-94,JPN,9,,Berlin (GER),1191,0.733333333,2022.733333
2022,1-Jan,18-Jul-22,Marathon,73,2:22:15,8535,Angela TANUI,27-Jul-92,KEN,6,,"Autzen Complex, Eugene, OR (USA)",1191,0.547222222,2022.547222
2022,1-Jan,3-Apr-22,Marathon,74,2:22:19,8539,Sintayehu TILAHUN,1999,ETH,2,,Milano (ITA),1190,0.255555556,2022.255556
2022,1-Jan,3-Apr-22,Marathon,75,2:22:21,8541,Atalel ANMUT,15-Dec-99,ETH,3,,Milano (ITA),1190,0.255555556,2022.255556
2022,1-Jan,25-Sep-22,Marathon,75,2:22:21,8541,Vibian CHEPKURUI,5-Jun-94,KEN,10,,Berlin (GER),1190,0.733333333,2022.733333
2022,1-Jan,13-Mar-22,Marathon,77,2:22:22,8542,Yuka ANDO,16-Mar-94,JPN,3,,Nagoya (JPN),1189,0.2,2022.2
2022,1-Jan,20-Feb-22,Marathon,78,2:22:27,8547,Jess PIASECKI,18-Apr-90,GBR,5,,Sevilla (ESP),1189,0.136111111,2022.136111
2022,1-Jan,20-Feb-22,Marathon,79,2:22:28,8548,Kidsan ALEMA,29-Jul-95,ETH,6,,Sevilla (ESP),1188,0.136111111,2022.136111
2022,1-Jan,25-Sep-22,Marathon,79,2:22:28,8548,Gutemi Shone IMANA,17-Nov-91,ETH,11,,Berlin (GER),1188,0.733333333,2022.733333
2022,1-Jan,30-Jan-22,Marathon,81,2:22:29,8549,Mao UESUGI,16-Aug-95,JPN,2,,Osaka (JPN),1188,0.080555556,2022.080556
2022,1-Jan,23-Oct-22,Marathon,82,2:22:36,8556,Sentayehu LEWETEGN,9-May-96,ETH,2,,Ljubljana (SLO),1187,0.811111111,2022.811111
2022,1-Jan,3-Apr-22,Marathon,83,2:22:43,8563,Pamela ROTICH,25-Dec-84,KEN,2,,Daegu (KOR),1186,0.255555556,2022.255556
2022,1-Jan,9-Oct-22,Marathon,84,2:22:47,8567,Pascalia JEPKOGEI,19-Nov-01,KEN,1,,Eindhoven (NED),1185,0.772222222,2022.772222
2022,1-Jan,17-Dec-22,Marathon,84,2:22:47,8567,Rebecca CHEPTEGEI,22-Feb-91,UGA,4,,Abu Dhabi (UAE),1185,0.961111111,2022.961111
2022,1-Jan,10-Apr-22,Marathon,86,2:22:51,8571,Nienke BRINKMAN,28-Oct-93,NED,2,,Rotterdam (NED),1185,0.275,2022.275
2022,1-Jan,3-Apr-22,Marathon,87,2:22:52,8572,Fantu JIMMA,11-Sep-87,ETH,2,,Paris (FRA),1185,0.255555556,2022.255556
2022,1-Jan,9-Oct-22,Marathon,87,2:22:52,8572,Bere AYALEW,12-Sep-99,ETH,2,,Eindhoven (NED),1185,0.772222222,2022.772222
2022,1-Jan,17-Dec-22,Marathon,87,2:22:52,8572,Meseret DINKE,22-Sep-96,ETH,5,,Abu Dhabi (UAE),1185,0.961111111,2022.961111
2022,1-Jan,6-Mar-22,Marathon,90,2:22:56,8576,Sara HALL,15-Apr-83,USA,8,,Tokyo (JPN),1184,0.180555556,2022.180556
2022,1-Jan,8-May-22,Marathon,90,2:22:56,8576,Bekelech GUDETA,11-Oct-97,ETH,1,,Praha (CZE),1184,0.352777778,2022.352778
2022,1-Jan,24-Apr-22,Marathon,92,2:23:01,8581,Sheila JEROTICH,6-Jun-89,KEN,3,,Wien (AUT),1183,0.313888889,2022.313889
2022,1-Jan,30-Jan-22,Marathon,93,2:23:05,8585,Natsumi MATSUSHITA,22-Jan-95,JPN,3,,Osaka (JPN),1183,0.080555556,2022.080556
2022,1-Jan,27-Nov-22,Marathon,94,2:23:09,8589,Rebbeca Sirwanei TANUI,16-Jun-92,KEN,1,,San Sebastián (ESP),1182,0.905555556,2022.905556
2022,1-Jan,30-Jan-22,Marathon,95,2:23:11,8591,Mizuki TANIMOTO,18-Dec-94,JPN,4,,Osaka (JPN),1182,0.080555556,2022.080556
2022,1-Jan,8-May-22,Marathon,95,2:23:11,8591,Meseret GEBRE,17-Feb-93,ETH,1,,Barcelona (ESP),1182,0.352777778,2022.352778
2022,1-Jan,30-Oct-22,Marathon,95,2:23:11,8591,Selly Chepyego KAPTICH,3-Oct-85,KEN,1,,Frankfurt (GER),1182,0.830555556,2022.830556
2022,1-Jan,25-Sep-22,Marathon,98,2:23:12,8592,Natasha WODAK,17-Dec-81,CAN,12,,Berlin (GER),1181,0.733333333,2022.733333
2022,1-Jan,16-Oct-22,Marathon,98,2:23:12,8592,Rose CHELIMO,12-Jul-89,BRN,3,,Amsterdam (NED),1181,0.791666667,2022.791667
2022,1-Jan,25-Sep-22,Marathon,100,2:23:14,8594,Meseret BELETE,16-Sep-99,ETH,13,,Berlin (GER),1181,0.733333333,2022.733333
2021,1-Jan,3-Oct-21,Marathon,1,2:17:43,8263,Joyciline JEPKOSGEI,28-Dec-93,KEN,1,,London (GBR),1235,0.755555556,2021.755556
2021,1-Jan,17-Oct-21,Marathon,2,2:17:57,8277,Angela TANUI,27-Jul-92,KEN,1,,Amsterdam (NED),1232,0.794444444,2021.794444
2021,1-Jan,3-Oct-21,Marathon,3,2:17:58,8278,Degitu AZIMERAW,24-Jan-99,ETH,2,,London (GBR),1232,0.755555556,2021.755556
2021,1-Jan,3-Oct-21,Marathon,4,2:18:18,8298,Ashete BEKERE,17-Apr-88,ETH,3,,London (GBR),1229,0.755555556,2021.755556
2021,1-Jan,3-Oct-21,Marathon,5,2:18:40,8320,Brigid KOSGEI,20-Feb-94,KEN,4,,London (GBR),1225,0.755555556,2021.755556
2021,1-Jan,3-Oct-21,Marathon,6,2:18:54,8334,Lonah Chemtai SALPETER,12-Dec-88,ISR,5,,London (GBR),1223,0.755555556,2021.755556
2021,1-Jan,5-Dec-21,Marathon,7,2:19:31,8371,Nancy JELAGAT,1986,KEN,1,,Valencia (ESP),1217,0.927777778,2021.927778
2021,1-Jan,16-May-21,Marathon,8,2:19:35,8375,Hiwot GEBREKIDAN,11-May-95,ETH,1,,Milano (ITA),1216,0.375,2021.375
2021,1-Jan,11-Apr-21,Marathon,9,2:20:08,8408,Angela TANUI,27-Jul-92,KEN,1,,Siena (ITA),1211,0.277777778,2021.277778
2021,1-Jan,26-Sep-21,Marathon,10,2:20:09,8409,Gotytom GEBRESLASE,15-Jan-95,ETH,1,,Berlin (GER),1211,0.736111111,2021.736111
2021,1-Jan,30-May-21,Marathon,11,2:20:14,8414,Purity Cherotich RIONORIPO,10-Jun-93,KEN,1,,Praha (CZE),1210,0.413888889,2021.413889
2021,1-Jan,5-Dec-21,Marathon,12,2:20:16,8416,Etagegne WOLDU,10-May-96,ETH,2,,Valencia (ESP),1210,0.927777778,2021.927778
2021,1-Jan,17-Oct-21,Marathon,13,2:20:18,8418,Maurine CHEPKEMOI,24-May-98,KEN,2,,Amsterdam (NED),1209,0.794444444,2021.794444
2021,1-Jan,17-Oct-21,Marathon,14,2:20:19,8419,Haven Hailu DESSE,10-Sep-98,ETH,3,,Amsterdam (NED),1209,0.794444444,2021.794444
2021,1-Jan,3-Oct-21,Marathon,15,2:20:35,8435,Valary JEMELI,8-Jun-91,KEN,6,,London (GBR),1207,0.755555556,2021.755556
2021,1-Jan,31-Jan-21,Marathon,16,2:21:11,8471,Mao ICHIYAMA,29-May-97,JPN,1,,Osaka (JPN),1201,0.083333333,2021.083333
2021,1-Jan,17-Oct-21,Marathon,17,2:21:22,8482,Gebeyanesh AYELE,1-May-95,ETH,4,,Amsterdam (NED),1199,0.794444444,2021.794444
2021,1-Jan,26-Sep-21,Marathon,18,2:21:23,8483,Hiwot GEBREKIDAN,11-May-95,ETH,2,,Berlin (GER),1199,0.736111111,2021.736111
2021,1-Jan,3-Oct-21,Marathon,18,2:21:23,8483,Joan Chelimo MELLY,10-Nov-90,ROU,7,,London (GBR),1199,0.755555556,2021.755556
2021,1-Jan,3-Oct-21,Marathon,20,2:21:40,8500,Zeineba YIMER,17-Jun-98,ETH,8,,London (GBR),1196,0.755555556,2021.755556
2021,1-Jan,30-May-21,Marathon,21,2:21:46,8506,Gutemi Shone IMANA,17-Nov-91,ETH,2,,Praha (CZE),1195,0.413888889,2021.413889
2021,1-Jan,14-Mar-21,Marathon,22,2:21:51,8511,Mizuki MATSUDA,31-May-95,JPN,1,,Nagoya (JPN),1194,0.202777778,2021.202778
2021,1-Jan,24-Oct-21,Marathon,23,2:22:08,8528,Stellah Jepngetich BARSOSIO,12-Mar-93,KEN,1,,Rotterdam (NED),1192,0.813888889,2021.813889
2021,1-Jan,26-Nov-21,Marathon,24,2:22:30,8550,Judith Jeptum KORIR,12-Dec-95,KEN,1,,Abu Dhabi (UAE),1188,0.902777778,2021.902778
2021,1-Jan,10-Oct-21,Marathon,25,2:22:31,8551,Ruth CHEPNGETICH,8-Aug-94,KEN,1,,"Chicago, IL (USA)",1188,0.775,2021.775
2021,1-Jan,14-Mar-21,Marathon,26,2:22:37,8557,Lonah Chemtai SALPETER,12-Dec-88,ISR,1,,Hula Lake Park (ISR),1187,0.202777778,2021.202778
2021,1-Jan,30-May-21,Marathon,27,2:22:39,8559,Valary JEMELI,8-Jun-91,KEN,3,,Praha (CZE),1187,0.413888889,2021.413889
2021,1-Jan,7-Nov-21,Marathon,27,2:22:39,8559,Peres JEPCHIRCHIR,27-Sep-93,KEN,1,,"New York, NY (USA)",1187,0.85,2021.85
2021,1-Jan,7-Nov-21,Marathon,29,2:22:44,8564,Violah CHEPTOO,1-Mar-89,KEN,2,,"New York, NY (USA)",1186,0.85,2021.85
2021,1-Jan,3-Oct-21,Marathon,30,2:22:45,8565,Tigist GIRMA,12-Jul-93,ETH,9,,London (GBR),1186,0.755555556,2021.755556
2021,1-Jan,11-Apr-21,Marathon,31,2:22:46,8566,Purity CHANGWONY,1990,KEN,2,,Siena (ITA),1186,0.277777778,2021.277778
2021,1-Jan,7-Nov-21,Marathon,32,2:22:52,8572,Ababel YESHANEH,22-Jul-91,ETH,3,,"New York, NY (USA)",1185,0.85,2021.85
2021,1-Jan,30-May-21,Marathon,33,2:22:58,8578,Bedatu HIRPA,28-Apr-99,ETH,4,,Praha (CZE),1184,0.413888889,2021.413889
